0	Obviously , we ca n't last longer than the rest of the universe .	last	5	0
65	Are you hurt ?	hurt	2	0
66	The event - if it can be called such - has been described , with negligible variations and modifications , by many authors , and I shall keep to the version provided by Chaim Frankel - the advantage of his narrative residing in the fact that it recapitulates the views of other disciples who have written about the Master .	recapitulates	47	0
67	Kishori , petite , her hair strung out in a series of braids that reached nearly to her waist .	reached	14	0
68	I died in those last moments , suffocating on my own exhaled breath , and this , this was my reward .	was	18	0
69	I have a real feeling that hes in here somewhere .	have	1	0
70	 Tarrin says the planet 's a freaking gemstone !	's	5	0
71	If the barkeep was any indication , I suspected similarly high - class robots fulfilled other positions on the ship .	was	3	0
72	This is one of the stranger items , though .	is	1	0
73	She was very smartly attired , with a studied elegance which Pavel felt would be entirely out of place at a Komsomol gathering .	attired	4	0
74	Alihodza listened to them in ill - humoured silence , pensively watching the bridge which was swarming with workmen like ants .	swarming	16	0
75	No sooner had I got there that my former self , the one that operated on my brain , popped into my head and said ‘ Go see Zarniwoop .	operated	14	0
76	Property owned by Arab refugees , who either fled war zones or were forced from their homes by the Israeli army ( another long - standing controversy ) , was also taken over by individual Jews or confiscated by the government .	owned	1	0
77	Initially , I could n't figure out why - I had n't requested any be sent .	sent	15	0
78	use it to sail a mini raft down the slow heavy river Moth ; wet it for use in hand - tohand - combat ; wrap it round your head to ward off noxious fumes or to avoid the gaze of the Ravenous Bugblatter Beast of Traal ( a mindboggingly stupid animal , it assumes that if you ca n't see it , it ca n't see you - daft as a bush , but very ravenous ) ; Arthur woke up and instantly regretted it .	regretted	84	0
79	said Bilbo , not daring to disagree , and nearly bursting his brain to think of riddles that could save him from being eaten .	disagree	6	0
80	Dixon felt that this intimacy somehow symbolised and crowned the whole evening .	symbolised	6	0
81	Detective Wesley had mentioned his trial , had insinuated .	insinuated	8	0
82	As the street was narrow and the upper storeys of the houses jutted out on both sides , the procession was riding between two rows of insults and threats .	jutted	12	0
83	It whooped , it rasped , it generally offended .	offended	8	0
84	Dear David Hardy , It is fascinating to watch the organized character assassination of Michael Moore that has been going on in the United States since the release of his last documentary .	going	19	0
85	A point occurred to him about this .	occurred	2	0
86	Next to those , nothing else mattered .	mattered	6	0
87	I know it sounds crazy , and everybody says it was hallucinations , but if that was hallucinations then I have hallucinations in big screen 3D with 16 - track Dolby Stereo and should probably hire myself out to people who are bored with shark movies .	bored	42	0
88	I am here now because you called for help , and no - one else would answer .	am	1	0
89	Suddenly , what looked like a little kid darted out of an alley and almost ran into me .	looked	3	0
90	By contrast with the still unknown but evidently multi - dimensional organisation and functioning of the system in the human brain the data must be organised for communication in linear fashion .	organised	25	0
91	Either way , it 's nice to see a restaurant built on ethics that also happens to be incredibly busy .	happens	15	0
92	Sir , we simply want to discover whether this individual is , in fact , a vampire .	want	4	0
93	but the full scale of the problem is not always appreciated .	appreciated	10	0
94	The town seemed mired in a gray and fog - bound hibernation . '	mired	3	0
95	Either way , it 's nice to see a restaurant built on ethics that also happens to be incredibly busy .	built	10	0
96	This is our Hotel California .	is	1	0
97	Some of that is surely due to good marketing , but the real reason for its popularity is this : That sandwich was so good , I found myself eating slower and slower with each bite to savor it more completely .	is	3	0
98	Jefferson was in the Captain 's Lounge , Fact : Sound is a vibration .	was	1	0
99	Glancing back at that gleaming glare , I decided that it might be safer to follow the driver than to wait with the car .	be	12	0
100	The potatoes were light and un - greasy ; the flavors were perfectly balanced ; the chicken was juicy and rich ; and let 's be honest here , I 'm always happier eating dead animals when I know they 've lived a good life .	know	38	0
101	The extravagance and general profligacy which he scrupled not to lay to Mr Wickham 's charge , exceedingly shocked her ; the more so , as she could bring no proof of its injustice .	scrupled	7	0
102	Perhaps because their history shames them ?	shames	4	0
103	Since this time , membership has been of great monetary benefit to the country .	been	6	0
104	Despite Langdon 's assurances that the keystone had nothing to do with her past , Sophie still sensed something deeply personal entwined within this mystery , as if this cryptex , forged by her grandfather 's own hands , were trying to speak to her and offer some kind of resolution to the emptiness that had haunted her all these years .	entwined	21	0
105	What did you intend doing with Christine , that 's what I want to know . '	intend	3	0
106	Part of his brain told him that he knew perfectly well what he was looking at and what the shapes represented whilst another quite sensibly refused to countenance the idea and abdicated responsibility for any further thinking in that direction .	countenance	27	0
107	Now , will you tell me how you know my family , and how you happened to be driving by just now ?	know	8	0
108	Believe me , I empathize with your personal incentive to catch this man .	empathize	4	0
109	10 days are more than enough to give advance warning of a change in location or date , had the NRA really wanted to .	had	18	0
110	You never know when it will end , Ray continued , not addressing any one of us in particular .	know	2	0
111	This is more than the person would have sans space suit .	have	7	0
112	Even supposing this was the home of some ancient civilization now gone to dust , even supposing a number of exceedingly unlikely things , there was no way that vast treasures of wealth were going to be stored there in any form that would still have meaning now .	stored	37	0
113	The plate , by the way , was already loaded with folded pieces of smoked pink fish , paprika - dusted deviled eggs , toothpicks stabbed through green vegetables and slices of cheese , and balls of meat smothered in a tomato - based sauce .	stabbed	25	0
114	Death and dying generate a whole questionnaire of such would - you - rathers .	generate	3	0
115	At first it was just a vague general mood , manifested only in brief gestures and curses with everyone knowing whom they referred to .	manifested	10	0
116	The Persian Wars As Athens rose in influence and power in the West , it was matched in the East by the rise of the Persian Empire .	matched	16	0
117	It is typical for his critics to jump on what is at most a slightly misleading implication , but in doing so , they themselves have , unlike Moore , made many incorrect claims .	is	1	0
118	First , the from my cold , dead hands part : This is used by Moore as a visual citation to introduce Heston .	is	12	0
119	If we only had a human on our staff , we could have done so ages ago and sold it off , but we have no such luck .	had	3	0
120	Politically , the 1990s have been relatively quite times for the islands , although the divorce of Greek prime minister Andreas Papandreou and his subsequent marriage to a much younger woman caused consternation within conservative Greek society .	been	5	0
121	The last of the zealots held out for another three years at Masada ( see page 76 ) .	held	5	0
122	Poverty is frequently portrayed as natural , and the poor in America are seen by conservatives as VCR - owners who are just too lazy to work .	is	1	0
123	My plan is that you shut up while were trying to conduct business with someone who might be able to tell us what were actually going up against .	be	17	0
124	Then I looked down and saw what had let us in .	looked	2	0
125	If there is any boon that you would have us do in return , we would be glad to do it .	have	8	0
126	He had seemed to understand that and had honored her wishes .	honored	8	0
127	Returning home , the Field Chaplain became convinced that nothing could save Švejk , that it was foreordained that he serve Lieutenant Lukáš .	foreordained	17	0
128	It slumped to the floor and I realized that it was a werewolf .	was	10	0
129	In a blink of the strobe light , he was on his feet and dashing from the room .	was	9	0
130	He was irritated by the young mans optimism , his desire to penetrate deeper into the past , the customs and beliefs of these people ; to find explanations for their shortcomings ; and , finally , to discover the good in them , stifled and distorted by the unusual circumstances in which they were obliged to live .	obliged	55	0
131	One effect that still lingered though , was his joy at being back .	lingered	4	0
132	I saw people with skin stretched so tightly across their cheekbones that the corners had broken through – people whose cheekbones had horns growing from them , and people whose skin was gathered back like a ponytail .	had	14	0
133	This is someone from Ivans family .	is	1	0
134	I have to hurry , too !	have	1	0
135	Madame , I have his health to consider .	have	3	0
136	I braced my legs against the stone floor and he was on me .	was	10	0
137	When I asked her if she 'd ever seen them – before I was old enough to stop believing , I mean – she would always look sad and tell me , No , not since the family came to America has anything happened to us .	mean	21	0
138	We 're revolting , he told us .	're	1	0
139	Maybe the universe will end sooner than you think , said Jefferson .	think	8	0
140	The key message : If there 's something you can do , why are you unhappy ?	are	13	0
141	You look ridiculous with a shaved head .	look	1	0
142	The last thing on my mind was spending money : it was beautiful outside , and there were free things to do everywhere .	was	6	0
143	It seemed to Zaphod as he lay there panting with fear and exhaustion that Marvin seemed a mite more cheerful than usual .	lay	6	0
144	Its residents are mainly Italian and RomanCatholic , with a small concentration of Methodists on the east side .	are	2	0
145	No , she said , seeing his expression , that would make the stone rather useless .	make	11	0
146	Fact : I was n't sure I wanted the dream stage to end .	was	3	0
147	This man is here in search of his lover , who was stolen from him in the human world , said Nepthys , ushering us toward the woman in silk .	is	2	0
148	Your God person puts an apple tree in the middle of a garden and says do what you like guys , oh , but don t eat the apple .	like	18	0
149	At half past twelve Pop startled everybody by driving into the yard in a Rolls - Royce , a pre - war landaulette in black , with straw - coloured doors that actually looked as if they had been made of plaited basket - work .	plaited	41	1
150	I must have consumed it , too , because later on , the plates and the bottle were both empty .	were	17	0
151	It was not an attractive face right now ; her ebony eyes shadowed by hours on the watch , full lips pursed with frustration .	was	1	0
152	Everything to fade away , lost as dust and scattered atoms between the stars , and every one of us to be left as alone as the moment we were born .	left	22	0
153	I …I noticed him from across the room when I was looking around for Rachel .	was	10	0
154	Amy liked it , I think .	liked	1	0
155	Now can you tell me what your master plan of attack will be before we go spinning counterclockwise into an Anne Rice novel ?	be	12	0
156	Periodically you pass into a coma and the least variation in temperature , air pressure , humidity , or radiation intensity impairs your efficiency .	impairs	21	0
157	In 1770 , Russia came to aid the Greeks ( defined by their Orthodox religion rather than by historical geographical boundaries ) , declaring war on the Ottoman Empire and occupying several Aegean islands until 1774 .	defined	10	0
158	There were others who were dissatisfied with life in the town to which they were condemned by force of circumstances and who longed for something that they considered higher and better and which had escaped them , becoming every day farther away and more inaccessible .	condemned	15	1
159	Jobs were scarce in other steel - exporting countries , and labor laws were either non - existent or allowed employersto pay much less for work .	were	1	0
160	There 's nothing wrong with it : the food in those jars is probably delicious , though I question whether the $10 tupelo honey had to come from Florida or if it 's produced locally .	's	1	0
161	The temple was demolished and a vast , Classical - style church was built around Golgotha ( the hill where Jesuss crucifixion was believed to have taken place ) .	believed	23	0
162	She had studied psychology for a while in grad school , but now holds the view that psychologists are going about understanding the mind and understanding the knower and what knowing is the wrong way .	holds	13	0
163	About the time I was composing my last words in my head , trying not to think too much about what suffocating felt like , that 's when I heard a bell .	's	26	0
164	Jerusalems physical existence as a spiritual city seemed finished , but its spiritual power for Jews , and for the struggling new Christian religion , remained .	remained	25	0
165	When your life , the reason you lived , the people and faces and places , the emotions you felt , who and what you loved , when all that is gone , faded , what will you have left ?	lived	7	0
166	I did n't bother trying to seek out a different group of potentially more interesting people , though .	bother	3	0
167	Warrens Shaft , part of a Canaanite water system discovered by 19th - century archaeologists and open to visitors , might be the very tunnel infiltrated by Davids army .	be	21	0
168	WE FEAR WHAT WE DO NOT UNDERSTAND , Aringarosa thought , wondering if these critics had any idea how many lives Opus Dei had enriched .	enriched	24	0
169	One of these evenings , we were gathered in the South Ballroom for post - dinner drinks , lounging on couches and watching other members of our populace move in circles on the dance floor .	gathered	7	0
170	After she 'd hung up the phone , Ruth reconsidered her plans .	reconsidered	9	0
171	An important early material , obsidian , was discovered on the island of Milos .	was	7	0
172	The ship I was on , I guess that 's what happened , too .	was	3	0
173	Even if your re - enactment theory is true ( and I see no evidence that you have actually tried to ask the people involved in the filmmaking for their opinion ) , this itself is not unethical , and you have no evidence whatsoever that Moore has done anything unethical here , just like you have no evidence that Moore has unethically removed parts of the interview .	is	7	0
174	That such a rock could hold so much magic – its a wonder .	hold	5	0
175	Your accusations of inappropriate cutting are once again entirely unsupported - - in fact , it is quite clear from watching that particular scene that there is not a single cut from the point at which Moore asks Heston a second time for the cause of the higher violence in the States , and the point when he mentions the Kayla Rolland incident .	is	16	0
176	Sure , I miss having a place to settle down , but its better than waiting to get dammed .	miss	3	0
177	But even the rayah of all three faiths , scattered over the steep outskirts or crowded together in their separate district , were filled with the same feeling , each in their own way and in accordance with their own condition .	crowded	15	0
178	Gathering for drinks in the parlors , playing dress up with all the fine clothes I found in the closets ( some of it modern , some of it period dress for special themed events ) , idling in the lounges .	themed	33	0
179	The Genoese took control of the eastern Aegean Islands , which were considered the most valuable for agriculture and trade .	considered	12	0
180	In this case , Hanlon 's Razor can be applied to Heston - - he is probably not racist , but incompetent .	be	8	0
181	You claim that there was no way to change location , since you have to give advance notice of that to the members , and there were upwards of 4 ,000 ,000 members .	were	26	0
182	But if I go on , I shall displease you by saying what I think of persons you esteem .	esteem	18	0
183	The shrill ( and remarkably unsuccessful ) Internet campaign to revoke his award seems to be motivated more by jealousy than by real concerns about the film 's accuracy .	seems	13	0
184	Although there were minor internal wrangles , the league controlled the Aegean and the greater Athenian Empire for most of the fifth century b .	controlled	9	0
185	Ive looked into it a little , and I do think we might be dealing with one of them .	think	10	0
186	She led us past the silks and through an arch decorated with pictures of wooden ships and what looked like African tribesmen .	looked	18	0
187	Nepthys lead us down a hallway that matched the buildings façade , a vaulted , ribbed intestine of a hallway , whose black walls looked unsettlingly organic .	looked	24	0
188	It was last February , after the winter break , that we moved in together .	was	1	0
189	And the inner walls stretched down , folded curiously , and opened at the end as if , by an optical illusion which would have had Maurits C .	stretched	4	0
190	I have a feeling that she was worth the trade , I added .	was	6	0
191	It was easier to talk than to question .	was	1	0
192	Unfortunately , because the zooming is rather fast , it is easy to miss the rest of the sentence , so as you correctly note , some viewers got an incorrect impression .	is	5	0
193	Arthur tried to gauge the speed at which they were travelling , but the blackness outside was absolute and he was denied any reference points .	gauge	3	0
194	I would attend afternoon dance classes , so that when the evening dances came around ( modeled after the historical social gatherings of several hundred years prior ) , I would be less of an embarrassment to myself .	be	31	0
195	But Arab opposition to new Jewish immigration and construction in Palestine led to increasing strife ; by 1946 , Jerusalem was an armed camp .	was	20	0
196	How does one parcel that one into nature and nurture ?	parcel	3	0
197	As one of the Galaxy s most prominent and successful psychiatrists , he and a consortium of his colleagues were quite prepared to spend an awful lot of money when it seemed that the entire future of psychiatry might be at stake .	spend	23	1
198	Zionists argued that the land purchases benefited all the territory 's residents .	benefited	6	0
199	Nepthys did n't need to warn me not to speak to them .	need	3	0
200	Half pairs of socks reclined in half - drunk cups of coffee .	reclined	4	0
201	On his head he had a small black cap with long thin locks of grey hair protruding out of it .	protruding	16	0
202	Perhaps because Jerusalem was in neutral territory not allotted to any of the twelve rival tribes of Israel , David made it the capital of his newly formed kingdom and brought the most talented artisans , dedicated priests , magical poets and musicians , and the most formidable soldiers from each of the tribes to live in his city .	was	3	0
203	It is unlikely , however , that the unfair attacks against him will have much of an impact .	have	13	0
204	We slammed against the doorway and I was laughing too , the pulse close enough to shake the doorframe and set up vibrations in my chest , Rachel in my arms because shed used me to soften her landing .	used	33	0
205	The front hall was graced with door chimes , a white - eyed wooden thingamabob of commercial Mexican origin , and that banal darling of the arty middle class , van Gogh 's Arlésienne .	graced	4	0
206	On your webpage , you state that Moore 's resolution is questionable .	is	10	0
207	At the same time the other one also took an involuntary step back as though he were invisibly tied to the first .	tied	18	0
208	Now , Kitty , you may cough as much as you chuse , ' said Mr Bennet ; and , as he spoke , he left the room , fatigued with the raptures of his wife .	fatigued	29	0
209	Wo n't Central be crushed to learn that another gateway has yielded little more than a class F planet and a white dwarf system .	crushed	4	0
210	The ship I was on , I guess that 's what happened , too .	's	9	0
211	If not , youll have to bring me something to work with .	have	4	0
212	As the name suggests , local leaders wanted toinstill the people of Youngstown with a fierce sense of urgency , driving them forward to confront steel companies andowners and help secure the future of the region .	suggests	3	0
213	Of course the cartoon is highly oversimplified , and most critics consider it one of the weakest parts of the film .	is	4	0
214	He did n't look very surprised .	look	3	0
215	Your accusations of inappropriate cutting are once again entirely unsupported - - in fact , it is quite clear from watching that particular scene that there is not a single cut from the point at which Moore asks Heston a second time for the cause of the higher violence in the States , and the point when he mentions the Kayla Rolland incident .	are	5	0
216	If these causes were addressed , gun ownership in the United States would not be a problem ( but also unnecessary ) ; just like it is in Switzerland .	is	26	0
217	Greece was handed a strip of land along the western coast of Asia Minor , which for over 2 ,000 years had had a substantial Greek population .	had	21	0
218	Its face was small and wrinkled , with penny - sized smoked glasses balanced on its thin nose .	was	2	0
219	After watching my ship tear apart , after spending a good twenty - three hours floating in silence in the wreck , wondering whether I was currently facing stars belonging to the constellation Libra or the constellation Orion when those stars were viewed from Earth , wondering what it felt like to suffocate , and after the feeling that yes , I was in fact going to die alone in space had sunk in , it took time for that feeling to dissipate .	was	25	0
220	This was heaven .	was	1	0
221	Some things in this world , we have to make them permanent ourselves .	have	7	0
222	She said philosophy and epistemology were doing it right : looking at experiences from the inside .	were	5	0
223	I like learning new things , so I signed up .	like	1	0
224	Where the reader wishes to pursue certain topics in greater depth , or where technical issues are involved , reading of relevant works quoted in the bibliography is recommended .	quoted	23	0
225	Somewhere toward the center of the dance floor , I heard a howl that sent bitter winds under my clothing – for a second , I was back with my family in Russia , hiding from the cold .	was	26	0
226	You see , Nathan , there is …separate from your society …oh , damn it .	see	1	0
227	They were always my favorite part of the Greek myths I read in elementary school .	were	1	0
228	I saw people with skin stretched so tightly across their cheekbones that the corners had broken through – people whose cheekbones had horns growing from them , and people whose skin was gathered back like a ponytail .	was	31	0
229	However , itsoon became clear that although the local union leaders were prepared to fight , the international branch was not .	were	11	0
230	Yet not in vain will it prove , maybe , that you came to this land seeking aid , as Gandalf himself plainly purposed .	purposed	23	0
231	Rachel , her clothes torn and her face drawn , looked like she might cry when she saw me .	looked	10	0
232	She could not help frequently glancing her eye at Mr Darcy , though every glance convinced her of what she dreaded ; for though he was not always looking at her mother , she was convinced that his attention was invariably fixed by her .	dreaded	20	0
233	I got a strange feeling that we werent supposed to be driving here .	supposed	8	0
234	Since this problem was a national one rather than a local one , the problems that were occurring in Youngstown werenot unique .	was	3	0
235	The Ottomans brought new influences to the islands that they controlled , forming a large empire that stretched around the eastern Mediterranean .	controlled	10	0
236	Neither could any thing be urged against my father , who , though with some peculiarities , has abilities which Mr Darcy himself need not disdain , and respectability which he will probably never reach . '	disdain	25	0
237	Beyle , then working on his history of Italian painting , had been told it was by Guercino , whom he ‘ worshipped from the bottom of my heart ; That 's muddled me .	worshipped	22	0
238	Since this problem was a national one rather than a local one , the problems that were occurring in Youngstown werenot unique .	were	16	0
239	I 'd seen him once or twice after that at social gatherings - Peach had singled me out from among the women who worked for her as being worthy of her friendship , and occasionally invited me over to her house for late - night soirees .	singled	15	0
240	I wanted to prove to Adrienne that I wanted solve the ship 's mystery just as much as she did .	did	19	0
241	He was naked , but there was nothing to hide : his body was hairless and completely smooth .	was	1	0
242	I realized that Rachel had disappeared without leaving a clue and I had no way to do anything but wait for her to show up – which , if she were in a situation where I should be doing something , would probably be never .	were	30	0
243	Sarah looked indignant .	looked	1	0
244	the chain end of the rope coils in my lap .	coils	6	0
245	Mahoning County was a one - industry area , and the people of Youngstown , Struthers , Campbell , Boardman Township , and the numerous other small towns and villages in the area only had one main employer : the steel mills .	had	34	0
246	Piles and trails of abandoned possessions further block the road , and here you see the wretchedness of the refugees imagination , if not their lives themselves , by what they thought at first to bring , and then discard ; I wouldn t , for instance , have fancied being born in the Papal States as recently as the 1840s .	fancied	49	0
247	He can tinker an engine , Al can .	tinker	2	1
248	The latter is the kind of media propaganda that was used to unleash a genocide in Rwanda in 1994 , which killed 800 ,000 people .	is	2	0
249	The old me cared .	cared	3	0
250	Frankly , I do n't know if we can even doing anything against a vampire .	know	5	0
251	Instinct had not belied him ; he had chosen well .	belied	3	0
252	Nowhere does Moore say or imply that these words were uttered at the rally in Denver , and in fact , their reptition later in the movie at another occasion ( oddly claimed by critics to be again misattributed ) is simply a reminder of this .	is	40	0
253	The stillness of the room contributed , as did the view .	contributed	5	0
254	He was wearing a sort of jacket …maybe blue velvet , I could n't tell in the dark , but it had ruffles at the throat , things like that .	had	21	0
255	Well , shes here and she needs your help .	needs	6	0
256	All that he knew , and most sincerely desired to keep the orders and regulations , but none the less he acted contrary to them .	desired	8	0
257	She found that the citys most beautiful Roman temple , dedicated to the goddess Aphrodite , stood on the site of the crucifixion .	stood	16	0
258	While Byzantine land was being divided , there was no one in control of the seas , so pirates raided towns on many of the islands .	was	3	0
259	East is that way .	is	1	0
260	The woman paused before another door , this one not barred but locked .	barred	10	0
261	After each significant snowfall , people would shovel the snow off their cars that were parked on the street , and then they figured that their effort had earned them ownership rights over that little piece of street .	figured	23	0
262	So what 's our cargo , eh , captain ?	's	2	0
263	Glass glittered , silver shone , gold gleamed , Arthur Dent goggled .	gleamed	7	0
264	After they lost Jerusalem , a Mongol invasion swept through , and in 1244 the Mameluke dynasty of Egypt took control , ruling Jerusalem for the next 250 years .	ruling	22	0
265	That 's what I get for not using mercenaries .	's	1	0
266	Initially many assumed that their union would take a lead role in fighting for the recovery of their jobs .	assumed	2	0
267	Americans cheer the killing of children , yet wonder why their own children grow up to be more violent than those in other nations .	wonder	8	0
268	Outside it , the cloud of dust aroused by the crash , and the hulks of the other buildings with which this one was surrounded , effectively prevented Zaphod from seeing anything of the world outside .	prevented	27	0
269	We 're selective about our passengers , he continued .	're	1	0
270	They were spirits of a certain branch of the Volga and the village based around a mill on that tributary .	were	1	0
271	It was time to find out what hell looked like .	looked	8	0
272	And it stuck up curiously on his head as though someone else 's hand had placed it , in the dark , on a corpse which would never again adjust or remove it , for it was destined to be buried and rot with him .	destined	37	0
273	It took me a couple days to realize I was , in fact , still alive .	was	9	0
274	The question , previously posed to me , was presented to the rest of our group ( excluding Ray ; Adrienne had been tactful enough to wait until he had gone for a refill , recalling the last time the subject was broached ) .	excluding	17	0
275	Jewish land purchases were not the primary factor , these historians say .	were	3	0
276	Dorrie had made orphans of his three children by killing first his estranged wife and then himself .	estranged	12	0
277	He lay for a while in the silent dusty rubble to which most of the room had been reduced .	reduced	18	0
278	As Moore correctly points out , it is bizarre for a society to openly embrace the production of destructive weapons , but on the other hand see no connection of this to everyday violence - - children learn by imitating adults .	is	7	0
279	In an interview with the Wall Street Journal , linked from your site , an employee claims that the gun would have been normally picked up at another dealer .	been	22	0
280	But this does n't mean that there is n't merit to such studies , nor that nothing of use can be learned in that way .	is	7	0
281	He bashed up a set of stairs set into the side of the wall , and we chased up after him , heading up a huge staircase that seemed to go up for more stories than the building could have held .	set	4	0
282	The Lalamatine district is one of those very few areas which doesn t enjoy a perpetual Saturday afternoon - it enjoys instead the cool of a perpetual early Saturday evening .	enjoy	13	0
283	Okay , that 's it !	's	3	0
284	Ralph , having begun the business of unburdening himself , continued .	unburdening	7	1
285	It came in through my mother 's blood ; my Russian grandmother would always tell me stories , bylichkas , of ancestors with the second sight , stupid mill owners who discovered bags of gold after letting a special fish off their hooks , and dark strangers who used to appear to help or interfere at crucial times .	used	48	0
286	For example , Struthers is a poor town with a largeSlovak population , where education is generally better than in surrounding towns , but unemployment is much higher andpollution is widespread .	is	4	0
