Except its worse here because they have centuries to grow disaffected and flirt with exciting and dangerous elements of societys lowest rungs .	flirt	12	1
They were looking for an abductor without knowing for certain that Janey Kemp had been abducted .	abducted	15	0
I bathe alone , complete my toilet and then dress before the roaring fire .	bathe	1	1
Back on the street , I began to see things that I had never looked for until then .	began	6	0
Shuddering in his efforts to repress a yawn of nervousness , he asked in his flat northern voice :Speaking of my old friend and biographer , I would take this opportunity to remark that if I burden myself with a companion in my various little inquiries it is not done out of sentiment or caprice , but it is that Watson has some remarkable characteristics of his own to which in his modesty he has given small attention amid his exaggerated estimates of my own performances .	repress	5	0
I phoned Mrs Watson again , " said Arthur . "	phoned	1	0
He leapt over the pews , soaring like a grasshopper , and drew a gleaming knife in midair .	soaring	6	1
His silken fur , which would be tawny golden and striped with jet black bands , was dyed perfectly to a pure black , and his mane trimmed and thinned as to be indistinguishable from the rest of his coat .	was	16	1
Most of its arms were retracted , but with three long tentacles it was fishing out a number of rods , plates , and bars which lined the covering and apparently strengthened the walls of the cylinder .	lined	26	1
The major changes were not to daily tasks and routines , but to the political power base , which changed regularly and not necessarily peacefully throughout the ages .	changed	19	1
I can hear your heartbeat from over here .”I shut up and tried to breathe .	shut	9	0
The earliest name associated with the city , Ur usalim , perhaps meant city of Shalim” or founded by Shalim .	founded	17	1
Good , round breasts , too , even though theyre small , they suit her .” Amy didnt blush , and I hoped that she didnt understand what Isis was saying .	understand	26	1
How could he even think about blaming poverty and forced labor programs for anything bad that happens ?	think	4	1
I should say , set yourself back , since its your girlfriend were looking for .” I thought about Rachel ; in the excitement , I had forgotten why we were chasing down vampire experts .	thought	17	1
The tension eased as the rain subsided .	eased	2	0
The people of the once-glorious city were forced into an exile known as the Babylonian Captivity .	known	11	1
You 've got it all wrong .” He looked from Sarah , to Adrienne , to Zheng , to Kishori and Tiffany , to me .	looked	8	0
After a moment , Ray said , I do n't think so .” Are there patterns ?” Adrienne asked .	Are	13	1
Dont worry , Ill be careful not to touch it .”He thought about it , then handed me the pouch .	thought	11	1
In the afternoon , the two elder Miss Bennets were able to be for half an hour by themselves ; and Elizabeth instantly availed herself of the opportunity of making many inquiries , which Jane was equally eager to satisfy .	availed	23	0
You would n't believe half of the shit I 've seen , even when I was straight .	believe	3	1
Critics have stated that this scene was " staged " , but in the bank interview , the official tells Moore that the bank has its own vault storing about 500 weapons at any given time .	storing	28	1
The dark glow grew stronger and larger , filling the air for about a foot around her hands .	grew	3	0
, during which time he fortified the Hasmonean wall and rebuilt the defense towers beside Jaffa Gate , the foundation of which still stand .	fortified	5	0
You are all kindness , madam ; but I believe we must abide by our original plan . '	abide	12	1
Of course , critics have conveniently ignored the fact that Lockheed Martin does supply weapons of mass destruction to the US military , and that the company is the nation 's largest military contractor .	is	27	1
I categorized them based on their appearances , hoping I 'd be able to pick them out of the crowd again later .	be	11	1
I now had the parameters by which others would measure my work , and I had learned the names of some of the commonsense parts of the whole I had already envisioned , but it would be a while yet before I would have enough information and enough observations to begin making sense out of what was happening with the cubs ' lives , not only for myself but to convince others that my conclusions were valid .	envisioned	31	1
Obviously , we ca n't last longer than the rest of the universe .	last	5	1
I get that all the time around here .”He was wearing a sort of jacket …maybe blue velvet , I could n't tell in the dark , but it had ruffles at the throat , things like that .	wearing	10	1
After a few days a certain regularity was established .	established	8	0
It is intuitively obvious that guns do not actually cause violence -- but it is equally intuitively obvious that they make the violence that is committed more deadly .	make	20	0
It was changing its shape in a complicated way , thinning at the base as a vertical column rose five or six feet .	thinning	10	1
Dixon had a fleeting impression of the thinner alderman and his wife exchanging a glance of approving comment .	exchanging	12	0
But lacking the means to enforce its decision , the United Nations was powerless to halt the fighting that erupted as the British withdrew their troops in 1948 .	was	12	1
That s not the point , ” Arthur protested . '	protested	8	0
As usual , Dixon shelved this question , telling himself that what mattered was that this man had decisive power over his future , at any rate until the next four or five weeks were up :As he crawled , the dank air and dust choked his lungs , his eyes smarted and the terrifying distance down made his heads spin .	shelved	4	0
Zheng , he addressed me again , leaning forward with his elbows on his knees and an intense , steady gaze .	leaning	7	0
At the first hint of trouble they turn totally black and thus prevent you from seeing anything that might alarm you .	alarm	19	0
And the young friar looked on her as an apparition , unexpected and wonderful , too beautiful and great for him to be able to rejoice in without pain .	rejoice	25	1
Blackness closed in around her , until the dim corridor elongated and narrowed like the tunnel of a nightmare .	elongated	10	1
The purpose of having the sun go low in the evenings , in the summer , especially in parks , " said the voice earnestly , " is to make girl 's breasts bob up and down more clearly to the eye .	bob	33	1
I should say , set yourself back , since its your girlfriend were looking for .” I thought about Rachel ; in the excitement , I had forgotten why we were chasing down vampire experts .	set	4	0
I told myself I should .	told	1	0
After this , we went up a flight of stairs and past a row of doors barred on the outside .	barred	16	1
They gazed a little longer , till Zaphod suddenly pulled himself together .	gazed	1	1
Zionists also maintain that Jews became a lucrative market for Arab-manufactured goods .	became	5	1
No one offered a different answer .	offered	2	0
it allows a writer to show his gifts , delve into mysteries of perception , present a stylised version of thought processes , permit the vagaries and unpredictability of the private self to be explored and so on .	delve	9	0
That was very kind of her .” Closing the box , he paused beside the open door and looked back at me .	looked	18	1
I talk to a man , just for a few minutes , that 's all it wasâ € ¦ and now you start accusing me of making up to him .	accusing	23	0
Moore 's detractors have sometimes extended those 7-10 days to several weeks , contradicting the bank 's own estimate .	contradicting	13	0
All the luxuries money can buy ,” she echoed .	buy	5	1
”His panic attack might have been precipitated by hearing that , at sixteen , she 'd been involved with a married man .	precipitated	6	0
There are shouts from outside the ballroom , and the sound of something coming clattering , crashing down the spiral of stone steps , smashing halfway down and tinkling . '	tinkling	28	0
Ray , he caught me as I pounded on the corridor walls , finding no glass to break .	finding	13	1
May I have a little more of what you gave me before , Nepthys ?” I asked .	asked	16	0
Luckily , the vampire turned off after three stories .	turned	4	0
I had n't done anything to improve the caravan , to stamp anything of myself upon it .	stamp	11	0
It came in through my mother 's blood ; my Russian grandmother would always tell me stories , bylichkas , of ancestors with the " second sight " , stupid mill owners who discovered bags of gold after letting a special fish off their hooks , and dark strangers who used to appear to help or interfere at crucial times .	came	1	0
Oakley was sitting and looking as if he couldn t begin to imagine the tempest convulsing Ernest Straw .	convulsing	15	1
Then I felt a tug on the back of my shirt and noticed that Amy was following me .	felt	2	0
Langdon cocked his head .	cocked	1	0
However , this approach was heavily criticised , since it is never possible to predetermine all factors with complete certainty .	criticised	6	0
Her throat had constricted , as though every blood vessel leading from her heart had converged there .	constricted	3	0
The next room had mosaics of what could have been Rome , with men in simple tunics working in a vineyard on one wall and men in odd , floppy hats on the other .	had	3	1
”My church is consecrated to Saint Jan Nepomuk , who was tortured rather than betray the secrets of the holy confessional . . .And finally , the profit of the entrepreneurs will decrease in exactly the same proportion as ground rent increases , and as the labourers ' remuneration remains fixed .	decrease	32	0
He sat still and ignored the thought furiously .	ignored	4	1
Even if your " re-enactment " theory is true ( and I see no evidence that you have actually tried to ask the people involved in the filmmaking for their opinion ) , this itself is not unethical , and you have no evidence whatsoever that Moore has done anything unethical here , just like you have no evidence that Moore has unethically removed parts of the interview .	see	12	1
He would wake often , choking with heat from so many layers of woollen cushions and quilts , weighed down by the heavy Oriental foods , which were hard to eat and still harder to digest .	digest	35	0
He gave me a half-hearted wave that made me wonder what exactly we were chasing , and whether I should be wearing body armor .	gave	1	0
Second , I was floating in the dark remnants of my broken ship , and any conceivable light sources were not within view ; starlight is a distinctly different color and significantly less bright .	floating	4	1
The portholes of the Montecito got large and the taxi swept out in a wide turn , tipped to an angle of forty-five degrees and careened neatly to the side of a brightly lit stage .	careened	25	0
Too full of desire , too impatient , they embraced and mingled on one of those benches which she knew so well , without looking at or noticing anything around them .	embraced	9	1
I ca n't guarantee it 'll work , but I personally will do it againand probably back it up with a stellar review , just like the one I 've given the Tupelo Honey Cafe .	guarantee	3	1
His female colleagues often ribbed him that his collection of museum-quality artifacts was nothing more than a transparent attempt to fill an empty home , a home they insisted would benefit greatly from the presence of a woman .	benefit	30	1
While the Pestilence rages in some place do not go there , for you may become infected , and if you are already in the place where it rages then do not depart from that place lest you infect others . '	infect	38	1
Even if we were traveling at ninety-nine percent of the speed of light—that 's assuming you ignore science and pretend that such a thing is possible , because it is n't—we 'd still age .	pretend	19	1
The sound that accompanied it was the sound of thousands of tense , excited people being completely ignored .	accompanied	3	1
The wall defied the imagination - seduced it and defeated it .	defied	2	1
Theyre almost as rare here , and Ive never heard a reliable story of someone successfully fighting a vampire .”Only unsuccessfully , right ?”No , those people dont usually leave stories .”Oh , thanks , Nepthys , for your confidence-inspiring tales of experience .	leave	29	1
She said philosophy and epistemology were doing it right : looking at experiences from the inside .	were	5	1
When I 'd posted on Facebook that I was coming to town , no fewer than three people told me I just had to visit the Tupelo Honey Cafe .	posted	3	0
Nepthys walked straight past him and I tried to keep up , taking Amys small hand so that she wouldnt lag behind .	taking	12	0
The " New Palestinian Jew , " they said , needed to be physically tougher than the brainy shopkeepers who had been trampled in Europe .	said	8	0
A good decision : I did n't return all chill and zen , as one friend told me his roommate had , but I certainly gained a few new ideas and approaches to mull over , and dipped my hand into a previously unfamiliar piece of the world .	had	20	0
Constantinople was taken by Crusader forces in 1204 , and they stripped the city of manyof its finest treasures — which now grace the public buildings of Venice — although a large consignment of books and manuscripts was transferred to the monastery at Patmos before the city fell .	taken	2	0
Cast out of the ranks of his contemporaries right at the outset , he dreamed of surpassing them all one day by some exceptional feat and so avenging himself on them all for everything .	surpassing	16	0
Selling Land to Jews Last week , a 70-year-old Palestinian real-estate dealer was murdered after he violated a new edict by the Palestinian Authority making the sale of Arab-owned land to Jews a capital crime .	murdered	13	0
” the old man would fulminate , it s not promotion so far as I m concerned .	fulminate	5	0
You do not go to the drugstore and buy everything in it -- you just buy what would be beneficial to you now .	buy	8	0
The pools in her hands grew deeper .	grew	5	0
" Whatever triggered the attacks-and it was a combination of things-has passed .	triggered	2	0
Petitions , protests , rallies , collectivization , and even the takeover of a steel companys headquarters were all attempted in a desperate movement by those in the industry to preserve the only source of employment that this town had .	attempted	19	0
I am here now because you called for help , and no-one else would answer .” He turned onto the next street and shifted up .	am	1	1
Please , if we could see him , we would be much obliged .	see	5	1
Americans cheer the killing of children , yet wonder why their own children grow up to be more violent than those in other nations .	cheer	1	1
Do you mind if we check it out anyway ?	mind	2	1
It took me a couple days to realize I was , in fact , still alive .	was	9	1
Its as simple as that .”That made me a little sad .	made	6	0
The more I thought about it , the less sense the ship made .	made	12	0
The old me cared .	cared	3	1
Canadian officials have pointed out that the buy is faked or illegal .	faked	9	0
The guards unbolted the door and pulled it open .	unbolted	2	0
The town continued to prosper , driven by the flux ofimmigrants pouring in with the hopes of employment at the mills .	continued	2	1
During a second philsophy session , Khenpo Kalsang translated a sutra about a king who received advice from the Buddha .	translated	8	0
I mean , what is this place , really ?”He thought about that .	mean	1	1
No one contradicted her .	contradicted	2	0
So , folk get thinking and start pinching it .	pinching	7	0
We 're all going to die , so what better thing to do than enjoy the time we have ?” Kishori gestured to the bar , the carpets , the paintings .	gestured	21	0
I watched Adrienne .	watched	1	1
If it were a thing that gave advantage in battle , I can well believe that Boromir , the proud and fearless , often rash , ever anxious for the victory of Minas Tirith ( and his own glory therein ) , might desire such a thing and be allured by it . "	allured	49	1
At that precise moment the solar radiation from the flares filtered through the clouds of vaporized water and struck the ground .	filtered	10	0
This theory hypothesizes that Ross and Christine Hargensen ( see pp .	hypothesizes	2	1
Ray , he caught me as I pounded on the corridor walls , finding no glass to break .	pounded	7	1
Be careful you dont let him touch it until youre ready to use it ,” the woman admonished Nepthys as she slipped the stone into a grey cloth pouch and handed it to him .	slipped	21	0
Good , round breasts , too , even though theyre small , they suit her .” Amy didnt blush , and I hoped that she didnt understand what Isis was saying .	suit	13	1
A new school of Jewish historians is more critical of the dislocations caused by Jewish land acquisition , and concludes that it was not always fair .	was	22	1
The reason the sentence is highlighted is not to deceive the viewer into believing that Heston hurried to Flint to immediately hold a rally there ( as will become quite obvious ) , but simply to highlight the first mention of the name " Kayla Rolland " in the text , which is in this paragraph .	highlight	36	0
For even people 's best qualities can only be fully valued when they are presented to us in a way which conforms with our own views and inclinations .	valued	10	1
This is one of the stranger items , though .	is	1	1
If these causes were addressed , gun ownership in the United States would not be a problem ( but also unnecessary ) ; just like it is in Switzerland .	be	14	1
Proudly and patiently he waited for someone to ask for a song from him and then hesitantly took his gusle out of his bag , breathed on it , looked to see if his bow had been slackened by damp , and tuned up , all the while quite clearly wanting to attract as little attention as possible to these technical preliminaries .	slackened	37	0
They seemed to him to run like the wind and to grow swiftly larger and darker , as their courses converged with his .	converged	20	0
I didnt imagine that Nepthys had done it , and it wasnt without alarm that I ran after him .	done	6	0
Mahoning County was a one-industry area , and the people of Youngstown , Struthers , Campbell , Boardman Township , and the numerous other small towns and villages in the area only had one main employer : the steel mills .	was	2	1
Carlo lived and tutored with the monks .	tutored	3	1
He stood in front of a blue light , so I could n't see him clearly , but what I saw was memorable .	stood	1	1
) we had gone from Brookline to Newbury Street with a brief detour to allow the blonde in the front seat to alight in front of a wrought-iron gate on Beacon Hill .	alight	22	0
Welch felt he ought to let him know , unoficially , that when the Council met next week he would be unable to recommend Dixon 's retention on the Staff .	recommend	23	0
– STRUCK BY CENSOR – Who drove Czech soldiers – STRUCK BY CENSOR – What the foreign element dares in our Hungarian homeland , that is best evidenced by the case in Királihyda , the Hungarian outpost on the Litava .	evidenced	27	1
Moore 's hypothesis ( which apparently comes at least in part from the book " Culture of Fear " by Barry Glassner , also advertised on Moore 's website ) is that the constant bombardment with messages of fear can incite paranoia , which itself can lead to violent acts .	advertised	24	1
The whole of life seemed to be hastening somewhere , suddenly speeded up , as a freshet quickens its pace before it breaks into rapids , rushes over steep rocks and becomes a cascade .	quickens	17	0
And they quarrelled over it , transposing all their ardour and bitterness into this mutual dispute .	quarrelled	2	1
After many pauses and many trials of other subjects , Elizabeth could not help reverting once more to the first , and saying ,The argument rumbles on throughout the day , with the German delegation demanding in increasingly aggressive terms an apology from the lone Frenchman , while Hungarians , Serbs and Italians first take sides then splinter into smaller groups who ve found subsidiary grievances with one another .	reverting	14	0
Had Hotblack Desiato been alive , he probably would have deemed this a good moment to lean back , or even go for a short walk .	deemed	10	1
Hundreds more joined the unemploymentlines , or even began living on the streets .	began	8	0
The blood flashed into flames as soon as it hit the ground , and I jumped back .	flashed	2	0
As she brought out the key , she said , We deal mostly in fairly mundane trades , but there are a few customers with more unusual needs and people willing to sell unusual items .	are	20	1
Aging is relative , anyway .	is	1	1
Oren looked ready not only to push him , but to slug him .	slug	11	0
A menu of display options , allowing me to customize all the lightscreen 's superficial characteristics .	allowing	6	1
Wick stewed under his accusatory glare .	stewed	1	1
Mrs Bennet invited him to dine with them ; but , with many expressions of concern , he confessed himself engaged elsewhere .	engaged	20	1
Whether it was because he was drunk , ill or suicidally insane would not have been apparent to a casual observer , and indeed there were no casual observers in the Old Pink Dog Bar on the lower South Side of Han Dold City because it was n't the sort of place you could afford to do things casually in if you wanted to stay alive .	afford	54	1
So he sat by a window and looked out at a summer lawn and designed and designed and designed , but inevitably got a little distracted by things , and by the time the invaders were practically in orbit round them , had come up with a remarkable new breed of super-fly that could , unaided , figure out how to fly through the open half of a half-open window , and also an off-switch for children .	distracted	25	1
I try to rise , but then fall back , paralysed by the cold and the realisation of my own wretched helplessness .	paralysed	10	1
The Holy City remained a backwater until the 19th century , when renewed interest among Christian pilgrims made it the destination of thousands of travelers each year .	remained	3	1
The Bible tells us that the cruelty and impiety of the rulers of both kingdoms aroused the fury of the great Prophets .	tells	2	1
Fact : Hell is other people .	is	3	1
Now that something had happened which really deserved a face , he 'd none to celebrate it with .	deserved	7	1
And here the critics again ignore important evidence : When Heston mentions the mayor of Denver , the crowd boos loudly .	ignore	5	1
The speed of sound in dry air at twenty degrees Celsius or sixty-eight degrees Fahrenheit is three hundred and forty-three meters per second , or one thousand one hundred twenty-five feet per second .	is	15	1
For a while he hesitated , then he thought that if his strange and recent companion had been through all that he had been through just to tell him what he had told him , then there must be a good reason for it .	hesitated	4	1
I stepped up behind him and raised my hands , which almost seemed to be glowing .	raised	6	0
By now the day itself , breezy and bright , seemed to exude derision and a generalised merriment .	exude	12	1
I agree with Ani Kunga to some extent -- only so much can be known about the mind from external observation .	known	14	1
Be forewarned , Paris .	forewarned	1	0
And therefore was n't he predestined by his heritage to . . .No sound from the bazaars , no arguments among the merchants , no men climbing to the towers to chant .	predestined	5	1
Days passed , weeks passed , but I could n't tell if it had been months or years since I was rescued .	was	20	1
Under the wise reign of Solomon , the city flourished as the capital of an empire that stretched from Damascus to the Red Sea and controlled the trade routes from Egypt to Phoenicia .	flourished	9	1
She told me that she was heading for a drink and slipped out of the crowd .	heading	6	0
To know what properly appertains to one individual is to have before one the classification - or the possibility of classifying - all others .	appertains	4	1
The air around me seemed to still sound , and light came in around the corners of my eyes .	came	11	0
Good afternoon ladies and gentlemen , ” she said sweetly , Thank you for bearing with us during this slight delay .	bearing	14	1
I opened my mouth to ask for an explanation , but Nepthys stopped me .	opened	1	0
Trolley-buses and buses hummed or ground their way towards it and away from it , with columns of cars winding , straightening , contracting and thinning out .	winding	19	0
To revenge crime is important , but to prevent it is more so . "	revenge	1	0
To say that they could not have done otherwise is a bold lie by Moore 's critics .	say	1	0
Resolution could stay afloat if any two of her buoyancy tanks were punctured .	punctured	12	0
It is Moore 's way to say : Viewers , meet Charlton Heston , gun nut extraordinaire .	is	1	1
This booing by the crowd , not mentioned with a single word in your transcript or your article , shows that the crowd was fully aware of the controversy they would cause by coming to Littleton after children were being killed there -- and they effectively said " Fuck you " .	shows	19	0
I intend to discuss it in more depth later , so stay tuned .	intend	1	1
Around that winding , circling kolo of young bodies tirelessly leaping up and down in the same rhthym , the children played , running in and out between the dancing feet as if through a moving fence , standing in the centre of this kolo which was being danced for the first time in their lives on that bridge about which there had been so much talk for years , and even on the kapia , wherein , it was said , the unlucky Arab was imprisoned and showed himself of nights . "	imprisoned	86	1
We slammed against the doorway and I was laughing too , the pulse close enough to shake the doorframe and set up vibrations in my chest , Rachel in my arms because shed used me to soften her landing .	laughing	8	1
Old technology wasnot replaced , obsolete methods were not updated , and almost none of the industrys profits were being utilized to helpmodernize .	utilized	20	1
70 , finally attacking its starved and weakened defenders .	attacking	3	0
Now leave , before I call the rats on you .”We left .	left	11	0
For her amusement of a day I would catch a handful of grasshoppers and tear off one of their back legs to prevent them escaping and put the twitching torsos in the lid of a polish tin and douse them in paraffin and set them alight .	douse	38	0
Welch 's expression was slowly adapting itself to incredulous rage .	adapting	5	0
So what 's our cargo , eh , captain ?” Zheng joked , leaning back in his chair with his glass of wine .	leaning	13	0
But . . . well , no one important ever disappears , so it does n't really matter , does it .” I could tell she was trying to remember whom she had known who had left , and failing .	trying	27	1
I 've visited plenty of farm-to-fork restaurants , and this one may be the best I 've seen at self-marketing .	be	12	1
Sunshine melted lazily through the tree branches above , a breeze animating the branches ' shadows so they danced between our cushions .	melted	1	1
Gavin battled with indecision for several moments , then he plopped back into the chair .	battled	1	1
I waved goodbye to the hunchback as we left .	waved	1	0
They eventually reached the islands , and founded colonies on the islands in the northernmost part of the Aegean Sea .	reached	2	0
To trash Heston , it even uses the audio/video editor to assemble a Heston speech that Heston did not give , and sequences images and carefully highlighted text to spin the viewer 's mind to a wrong conclusion . "	sequences	22	0
Inside the church Vasili , the priest , was garbing himself in his Easter service vestments .	garbing	9	0
Seeking to assuage my heaviness of heart I called for more brandy but Barragry refused it , advisedly , as I now acknowledge , and I stormed out in rageful indignation , or tried to storm but staggered really , and came back to the Cedars and my own bottle , which I have fondly dubbed the Little Corporal .	assuage	2	0
At the heart of it , unseen , lay a small gold box which carried within it the most brain-wretching device ever conceived , a device which made this starship unique in the history of the galaxy , a device after which the ship had been named - The Heart of Gold .	named	46	0
I would wake late , checking the clock on my room 's lightscreen to make sure I had n't slept through brunch .	slept	19	1
She tilted her head , listening , not speaking .	tilted	1	0
Ford s technique seemed to consist mainly of standing still for a while and smiling . "	consist	5	1
If Moore wanted to deceive his viewers , why would he say this , and show the month the interview was published ?	say	11	0
Mind if I join you ?” I turned to see Adrienne in the doorway .	turned	7	0
I do not want to provide help to someone who would do harm .”Sir , we simply want to discover whether this individual is , in fact , a vampire .	want	3	1
Even this danger receded for a couple of minutes while Welch disclosed a few facts about the recent history of the effeminate writing Michel , a character always waiting in the wings of Dixon 's life but apparently destined never to enter its stage .	disclosed	11	0
The distinctive whuffle of pleasure rippled through the betas on the bridge , and Rakal let loose a small growl , as if to caution his charges against false hope .	rippled	5	0
Constantinople was taken by Crusader forces in 1204 , and they stripped the city of manyof its finest treasures — which now grace the public buildings of Venice — although a large consignment of books and manuscripts was transferred to the monastery at Patmos before the city fell .	transferred	34	0
What is left that does not necessitate coercion , and thus demand that we reduce ourselves to the level of the common rapist or the menial torturer , that miserable breed who can only achieve their purpose through the material overpowering of others ?	necessitate	6	1
”I have no intention of allowing this weapon to detonate .	detonate	9	0
God forbid I should deprive him of the value of a single penny ; it is his own , and he shall have it to a farthing .	deprive	4	0
As he stood and gazed bleakly at it , a sudden inhuman wail of terror emanated from it as of a man having his soul burnt from his body .	burnt	25	0
I dodged , but he tossed it , and I held the box in front of my face .	held	10	1
And representation itself was to be paralleled , limited , circumscribed , mocked perhaps , but in any case regulated from the outside , by the enormous thrust of a freedom , a desire , or a will , posited as the metaphysical converse of consciousness . "	circumscribed	10	0
” insisted the native , continuing to bang on the rock .	insisted	1	0
And me , I guess I was one more piece in their puzzle .	guess	4	1
She reviewed the information gleaned from our previous dinner conversations , adding , I heard the captain say something yesterday , as I walking to the Pyrope Parlor .	adding	11	0
Saying " Without breaking the bank " had obviously given her more pleasure than anything since some GIs had been billeted on her in the war .	billeted	20	0
None the less , Lotte had imagined him at least as a leading lawyer in Vienna or Lwow , since being a Jew he could not become a senior civil servant which would best have accorded with her ambitions .	accorded	35	1
Khenpo Kalsang , he smiled , and shook his head .	shook	7	0
However , it was clear that , in the words of USWA president LloydMcBride , If you cant make a buck , you get out of the business .”The closings meant the end of Youngstowns only real industry , the end of its population growth , and then end ofeconomic progress .	meant	30	1
Nevertheless , " continued the colonel , " such a thing must be punished in an unprecedented manner , the guy has to be expelled from the school of one-year volunteers , be morally annihilated .	expelled	24	0
The last thing I remember , I was tearing down the corridors .	remember	4	1
There was a wooden chair , where she sat me down and asked me to wait .	asked	12	0
Moore presents the most important part of the speech to back up this point and ignores the fluff .	presents	1	0
She laid it gently inside the hollow of my left arm .	laid	1	0
You should look for him at Dvorovs as quickly as you can .” She turned to me with tired sympathy .	look	2	0
The corridor they were concealed in was not like the others .	concealed	4	1
In the bunker , Teddy weathered another storm .	weathered	5	0
The gun homicide rates for the countries Moore mentioned , according to guncite , are : Japan : 0 .02 per 100 ,000 ( 1994 ) England/Wales : 0 .11 per 100 ,000 ( 1997 ) Germany : 0 .22 per 100 ,000 ( 1994 ) Australia : 0 .44 per 100 ,000 ( 1994 ) United States : 3 .72 per 100 ,000 ( 1999 ) Critics fail to credit Moore with not making the same mistake that some gun control advocates make -- concluding that gun ownership " leads " to violence .	are	14	1
