956	6 ) Animated history of the US .	Animated	2	0
1423	I dont know how he couldve been heard over the music .”The two glanced at each other .	know	2	0
1544	Thank you for doing business at our house , and I hope to see you again !”I left not a little unnerved , and still woozy from the leeches .	hope	11	0
1235	His own talk , that morning , of needing a favor masked but did not hide that fact .	masked	11	0
1187	It would be a shame to lose that talent , though .	be	2	0
1451	Setting an arm on my shoulder , he said , Nathan , what you see here might be frightening , but those things you saw are people just like you .	are	25	0
958	Of course the cartoon is highly oversimplified , and most critics consider it one of the weakest parts of the film .	is	4	0
375	To Arthur this was exactly what spaceships were traditionally supposed to look like , and to Ford it looked thoroughly antiquated : it confirmed his suspicions that Disaster Area s stuntship had taken them back at least a million , if not two million , years before their own time .	confirmed	23	0
1356	…Sir , if shes in any danger , it will probably be too late to help her by that time .	be	11	0
899	The NRA was fully aware of the scandal it would cause through its rally and decided to push on because they believed to have enough media support to successfully do so .	was	2	0
546	Initially , I could n't figure out why—I had n't requested any be sent .	sent	13	0
784	The stillness of the room contributed , as did the view .	did	8	0
1202	You wanna come over ? "	wanna	1	0
1861	The town seemed mired in a gray and fog-bound hibernation . '	mired	3	0
1369	We have a lot of work ahead of us , and its best to start now .”I walked around the car and got into the passenger seat .	have	1	0
189	Neither could any thing be urged against my father , who , though with some peculiarities , has abilities which Mr Darcy himself need not disdain , and respectability which he will probably never reach . '	disdain	25	0
1716	He bashed up a set of stairs set into the side of the wall , and we chased up after him , heading up a huge staircase that seemed to go up for more stories than the building could have held .	set	4	0
21	The other end of the rope held a suspended ' cello .	suspended	8	0
492	Now , there were two things here that made ridiculously small amounts of sense .	made	8	0
1634	And I am Isis ,” said the woman , offering her hand to me .	am	2	0
1289	use it to sail a mini raft down the slow heavy river Moth ; wet it for use in hand-tohand-combat ; wrap it round your head to ward off noxious fumes or to avoid the gaze of the Ravenous Bugblatter Beast of Traal ( a mindboggingly stupid animal , it assumes that if you ca n't see it , it ca n't see you - daft as a bush , but very ravenous ) ;Arthur woke up and instantly regretted it .	regretted	79	0
1104	The Apathy of USWAUnited Steel Workers of America was the union representing the Youngstown steel workers when the closings hit .	representing	11	0
142	Christian and Islamic Jerusalem For 60 years Jerusalem lay in ruins , until the Roman Emperor Hadrian ordered the city rebuilt as a Roman town dedicated to Jupiter .	lay	8	0
498	Next to those , nothing else mattered .	mattered	6	0
949	These people do not feel the need to express sympathy , or to think about ways to avoid such incidents , but they feel the need to assert their " rights " and to look for quick , simple answers -- as Busch states , gun owners wanted to " hang [the child] from the highest tree " .	feel	4	0
149	She found that the citys most beautiful Roman temple , dedicated to the goddess Aphrodite , stood on the site of the crucifixion .	stood	16	0
682	Repeat it enough times , it 's just a sound .	's	6	0
976	Virtually every child psychologist knows that mother/child bonding is essential for the development of empathy and social abilities , the awareness of the consequences of one 's actions , and the learning of conflict resolution by non-violent means .	knows	4	0
1015	Heston 's answers in the interview were evasive and unhelpful .	were	6	0
944	In any case , at no point does Moore make a false statement , in contradiction to claims by critics that his documentary is " full of lies " .	is	23	0
168	In 1947 the United Nations voted for the partition of Palestine into two states , one Jewish and one Arab , with Jerusalem as an international city that belonged to neither .	belonged	28	0
700	The ship I was on , I guess that 's what happened , too .	's	9	0
94	Da Vinci presided over the Priory between 1510 and 1519 as the brotherhood 's Grand Master , which might help explain your grandfather 's passion for Leonardo 's work .	presided	2	0
1304	But if you ever should see a faerie , tell him that you are of the blood of Ivan Bogatyrivitch and he will not pass you by so quickly . "	are	13	0
1812	In 1566 , they wrested Chios from the Genoese , bolstering their hold on the eastern Aegean Islands , but the Cyclades remained in Venetian hands for another generation or more — Tinos was the last to fall in 1715 .	was	31	0
519	You fit the bill .	fit	1	0
1593	The girl was as soft and rosy as the stones glow , and she was dressed in a white shift tied at the waist with a belt like a Celtic knot .	was	2	0
382	Those advocating nuclear renaissance ignore such aspects of nuclear power at their peril .	advocating	1	0
1532	A marvel , isnt it ?” she said .	isnt	3	0
1718	I called out to Amy to shut the door in case the vampire had any friends who might be trying to follow us .	had	13	0
622	Maybe we had all tired of the frivolity of our life , hitting some threshold or some breaking point .	had	2	0
15	She suddenly broke in again in her other manner , the one he associated with their phone conversation :Herzegovina was pacified .	associated	13	0
1623	I thought that I saw one rib shift in its setting , like a cat trying to scratch its back against a wall , but when I turned , it was still .	was	30	0
1063	Meetings of union officials and mill bosses were hurriedly set up in an attempt to persuadethe powers that be to reconsider their statement .	be	18	0
612	Days passed , weeks passed , but I could n't tell if it had been months or years since I was rescued .	was	20	0
618	( The 'South ' was in the title to suggest that there were more ballrooms .	was	4	0
1842	The sound that accompanied it was the sound of thousands of tense , excited people being completely ignored .	accompanied	3	0
1619	His eyes were white .	were	2	0
1757	However , the result of their arguments is always the same and bespeaks their wisdom : after every conflict , the Greeks and Armenians demand separate temples .	bespeaks	12	0
186	that the unknown author 's name was a nom de plume also irked her .	irked	12	0
229	She said philosophy and epistemology were doing it right : looking at experiences from the inside .	were	5	0
1858	The Holy See will be disassociating itself from you .	disassociating	5	0
981	That 's because while there is a so-called war on drugs , there is no war on poverty .	is	5	0
649	He knows about us .” That 's still dumb ,” said Sarah .	knows	1	0
1605	You idiot ,” he hissed , do you know how much youve set us back ?	know	8	0
97	, Jerusalem was a Canaanite mountain stronghold on a secondary trade route , far less important than biblical cities such as Hazor , Megiddo , Beth Shean , and Shechem .	was	2	0
1876	The fracture he had sensed , the second fracture , lay in the distance before him across the land , the thickness of a single hair across the dreaming landscape of the days of Earth .	sensed	4	0
1228	Each attributed to his opponent strengths and qualities entirely in keeping with the high opinion he had of himself and his task .	attributed	1	0
366	Occasionally Mario would ask for two girls , but the pattern of the calls never varied .	varied	15	0
259	The total number displaced was small .	was	4	0
575	Kishori , petite , her hair strung out in a series of braids that reached nearly to her waist .	strung	6	0
1568	They were spirits of a certain branch of the Volga and the village based around a mill on that tributary .	based	13	0
827	His documentary is full of subtle humor , jaw-dropping dialogue and dark contrasts .	is	2	0
1741	The face , which filled with alarm as he gazed , belonged to the driver of a van which Welch had elected to pass on a sharp bend between two stone walls .	belonged	11	0
1742	The head of this key was not the traditional long-stemmed Christian cross but rather was a SQUARE cross - with four arms of equal length - which predated Christianity by fifteen hundred years .	predated	27	0
1316	Its been over a week , and I want to dance .	want	8	0
353	Now , I 'm not saying the service before my camera-flash was bad , because it was awesome .	was	11	0
266	Zionists argued that the land purchases benefited all the territory 's residents .	benefited	6	0
1723	I could n't tell how many people were running , much less where they were .	were	7	0
244	If there 's nothing you can do , why are you unhappy ? "	's	2	0
1049	The events that would follow this date ( known as Black Monday ) are seen by the people who witnessed them either as stories of great courage and determination or as monuments to human failure and false hope .	seen	14	0
196	( They unloosed her hands ) How I ache to join you both , to slide silently in and join your warmth , to be accepted by her as well as you .	ache	8	0
590	How they were all powered was a mystery—as good as the technology got , a quality robot like that was still an energy sink .	powered	4	0
705	Fact : It 's too easy to fall into patterns .	's	3	0
1108	Thehigher levels of the union became increasingly disassociated with Youngstown and its plight , attempting to shut out theappeals from workers and local union representatives and to ignore what was really happening .	was	29	0
1890	He was most agitated and very eager to tell me something he was sure no one else would credit -- or rather something he had tried to tell repeatedly that no one else believed .	credit	18	0
1408	She came down here with someone after a party , and I dont think it was one of your average pixies .”Bummer .	was	15	0
833	If , as Moore implies ( although never states as fact ) , video games and violent movies are relatively harmless , it does not logically follow that all types of media presentation are harmless .	are	18	0
1676	I bet hes kicking himself now for not having a way to contact me .” In a few minutes , we were back to the first door wed knocked on in this town and Dvorov himself was greeting us .	bet	1	0
119	The Bible tells us that the cruelty and impiety of the rulers of both kingdoms aroused the fury of the great Prophets .	tells	2	0
429	Turning and looking backwards , over the vast two-mile bulk of the ship he could see the far denser mass of stars behind them which seemed to form almost a solid band .	form	27	0
686	We wo n't care that we 're last and we wo n't care that there are no more stars .	care	3	0
1530	Here it is ,” she said .	is	2	0
834	There is a huge difference , for example , between playing a game like " Quake " and listening to a radio broadcast that tells you that your family will be killed unless you take action to kill others now .	is	1	0
1168	Harmon 's face slowly animated - joy sweeping in to replace stern concentration .	's	1	0
1814	The Ottomans brought new influences to the islands that they controlled , forming a large empire that stretched around the eastern Mediterranean .	controlled	10	0
1518	Please , walk this way .”She led us past the silks and through an arch decorated with pictures of wooden ships and what looked like African tribesmen .	looked	23	0
1301	When I asked her if she 'd ever seen them – before I was old enough to stop believing , I mean – she would always look sad and tell me , " No , not since the family came to America has anything happened to us .	look	26	0
1521	After this , we went up a flight of stairs and past a row of doors barred on the outside .	barred	16	0
144	Jerusalems physical existence as a spiritual city seemed finished , but its spiritual power for Jews , and for the struggling new Christian religion , remained .	seemed	7	0
1875	This large , discordant but connected family was setting off into complete uncertainty , and it was creaking in all its joints .	creaking	17	0
1030	It is not a flawless diamond -- the " 48 hours " scene in particular suffers from bad editing , the statistics are suboptimal , and Heston gets a bit more bashing than he deserves .	are	22	0
843	Children who grow up in war-torn regions are known for having similar views -- war is perceived as a normal part of existence , violence as a natural way to solve disputes .	known	8	0
40	This job had kept her grounded during the seven years she had overseen Jack 's healthcare .	overseen	12	0
1525	As she brought out the key , she said , We deal mostly in fairly mundane trades , but there are a few customers with more unusual needs and people willing to sell unusual items .	are	20	0
125	When Seleucid rulers outlawed Judaism , Jews led by Judah Maccabee and his brothers staged a revolution in 167 b .c .	led	7	0
1357	My girlfriend has disappeared , I dont even know where to start looking , and I need help !	know	8	0
563	Compared to what a mere engineer would get on your typical cargo ship , it was mouthwateringly , lip-smackingly gorgeous .	was	15	0
560	The plate , by the way , was already loaded with folded pieces of smoked pink fish , paprika-dusted deviled eggs , toothpicks stabbed through green vegetables and slices of cheese , and balls of meat smothered in a tomato-based sauce .	loaded	9	0
1715	He bashed up a set of stairs set into the side of the wall , and we chased up after him , heading up a huge staircase that seemed to go up for more stories than the building could have held .	held	40	0
340	There 's nothing wrong with it : the food in those jars is probably delicious , though I question whether the $10 tupelo honey had to come from Florida or if it 's produced locally .	had	24	0
1142	For the people of Youngstown , Black Monday was not just a historical event-it was the most important event in their lives .	was	8	0
947	After the Flint rally comes a brief TV interview with Heston , where he is asked about Kayla Rolland ( again , clear evidence that the local media in Flint raised questions about the NRA 's presence ) , then an inteview with country prosecutor Arthur Busch , entirely ignored by critics of the film , who also mentions Heston 's presence as notable , and refers to the immediate reactions of " people from all over America " , gun owners/groups who , according to him , reacted aggressively to warnings of having guns accessible to children , much like spanking advocates react aggressively when anti-spankers point to a case of a child being killed or severely injured by a beating .	is	14	0
300	”He hurried after her , mesmerized by her supple gait .	mesmerized	5	0
1165	As the street was narrow and the upper storeys of the houses jutted out on both sides , the procession was riding between two rows of insults and threats .	jutted	12	0
1449	Those of us who live permanently in this world tend to set up in places like this , where the human population is so overwhelming that they wont be noticed in the right corner , with the right protective spells .”He took out the hunchbacks directions and glanced at an alley behind us .	tend	9	0
1064	However , it was clear that , in the words of USWA president LloydMcBride , If you cant make a buck , you get out of the business .”The closings meant the end of Youngstowns only real industry , the end of its population growth , and then end ofeconomic progress .	meant	30	0
1629	As she rose , her robes fell open and I realized that , except for what looked like a red silk kimono , she was naked – naked and stunning .	was	24	0
17	but I admit the novel currently lags behind probable reality .	lags	6	0
1184	There had to be more to her .	had	1	0
270	Israel confiscated all land owned by the British government , mostly desert and mountains , after the 1948 War of Independence .	owned	4	0
302	Beyle , then working on his history of Italian painting , had been told it was by Guercino , whom he ‘ worshipped from the bottom of my heart ;That 's muddled me . "	worshipped	22	0
1747	It depends what transpires from the meeting , ” said Zarniwoop .	depends	1	0
415	I was compelled , " said Arthur , " to ignore it . "	compelled	2	0
1077	Foreign steel was easier and more efficient to make , and was often of higher quality than domestic steel .	was	2	0
1524	The woman paused before another door , this one not barred but locked .	barred	10	0
1155	Here is Grandpa astride a motorbike in 1912 , with Grandma perched on the back ; " Who are you that go prowling about at this hour of the night ? "	perched	11	0
1889	” " Signora Silvestri from downstairs brought it up when she heard I was hosting newly weds here . "	hosting	14	0
384	Death and dying generate a whole questionnaire of such would-you-rathers .	generate	3	0
46	I had hoped that our sentiments coincided in every particular , but I must so far differ from you as to think our two youngest daughters uncommonly foolish . '	coincided	6	0
533	I mean , sure , I 'd had my moment of elation when I had first realized I 'd been rescued , but it did n't sink in .	mean	1	0
1122	Youngstown is thename of the major city area , but surrounding it on all sides are small communities which to the casual viewer areindistinguishable from the main city itself .	is	1	0
1194	His silken fur , which would be tawny golden and striped with jet black bands , was dyed perfectly to a pure black , and his mane trimmed and thinned as to be indistinguishable from the rest of his coat .	dyed	17	0
344	Either way , it 's nice to see a restaurant built on ethics that also happens to be incredibly busy .	built	10	0
1410	Thats why we came here .”It was easier to talk than to question .	was	6	0
1405	When he grinned , I saw that his teeth were sharp and small , like a hunting cats .	were	9	0
1302	When I asked her if she 'd ever seen them – before I was old enough to stop believing , I mean – she would always look sad and tell me , " No , not since the family came to America has anything happened to us .	was	13	0
1048	The events that would follow this date ( known as Black Monday ) are seen by the people who witnessed them either as stories of great courage and determination or as monuments to human failure and false hope .	known	8	0
1832	Politically , the 1990s have been relatively quite times for the islands , although the divorce of Greek prime minister Andreas Papandreou and his subsequent marriage to a much younger woman caused consternation within conservative Greek society .	been	5	0
77	By all means view your own feelings dispassionately , if you feel you ought to , but that 's nothing to do with deciding whether ( Christ ) you 're in love .	view	3	0
1190	Only those of the Arrallin Insurrection inner team knew he was no common 'beta furry ' .	was	10	0
14	Perpetual darkness reigned there and no one entered save with a lantern .	reigned	2	0
1476	We have many fine cloves of garlic here on the cart , gentle sir .	have	1	0
1841	In which tree they are born , live , fall in love , carve tiny speculative articles in the bark on the meaning of life , the futility of death and the importance of birth control , fight a few extremely minor wars , and eventually die strapped to the underside of some of the less accessible outer branches . "	strapped	47	0
814	The last thing I remember , I was tearing down the corridors .	remember	4	0
1791	Several islands and Greek city-states agreed to work together , and created a treasury to fund their plans , which was held on the island of Delos .	held	21	0
626	Impossible ,” said Zheng , sitting in the chair to her left .	sitting	5	0
47	He didn t need to do this since his body was supplied with the peculiar assortment of gases it required for survival from a small intravenous device strapped to his leg .	required	19	0
1835	Whether this will ever happen remains to be seen , but perhaps the aid offered by Greece to Turkey after 1999s devastating earthquake is a sign that the animosity between these two traditional enemies is beginning to diminish .	remains	5	0
632	We 'd just appear to age slower than people not traveling as fast as us .” And ?” said Sarah .	appear	3	0
1141	But to the thousands of people living there , the loss of the mills was a devastating event that sent shock wavesthrough their economic , political , and social futures .	living	6	0
73	Furthermore , the law states that Election by Adoration supercedes the cardinal eligibility requirement and permits ANY clergyman - ordained priest , bishop , or cardinal - to be elected .	ordained	19	0
280	But that decree did not have the power of civil law behind it .	have	5	0
385	the chain end of the rope coils in my lap .	coils	6	0
1602	Get out of my sight now – unless you know how to put it back ?	know	9	0
180	But the ideas and mystique that have always made this an extraordinarily special place rise above the ebbing and flowing concerns of present-day Jerusalem as it continues to tug at the worlds attention into the new millennium .	rise	14	0
20	When they arrived home , he headed for his den where Marian saw to it that the bar was kept well stocked with his favorite brands .	stocked	21	0
1615	Amy liked it , I think .	liked	1	0
1081	Labor costs in America continued to go up , draining US companies of their resources , whilecompanies overseas were able to cut labor costs and put that money back into updating and renovating their facilities .	were	18	0
1031	The most shameful part of the ongoing attacks against Moore is that these answers have been all but ignored by his critics .	is	10	0
1085	Since this problem was a national one rather than a local one , the problems that were occurring in Youngstown werenot unique .	was	3	0
1766	But what she hungered to draw was firearms .	hungered	3	0
596	The nagging questions about where the ship had come from and what its purpose in rescuing me was still nagged , but somehow , seemed less urgent .	was	17	0
1655	I think that the person who stole the girl were looking for might be a vampire .	think	1	0
254	The 19 th century Jewish intellectuals who conceived of Zionism -- the idea that Jewish survival depends on the establishment of a Jewish state in the biblical land of Israel -- never worked out their ideology 's logistics .	depends	16	0
1770	An important early material , obsidian , was discovered on the island of Milos .	was	7	0
1769	Their curiosity pushed them to build vessels that were strong enough to ford the open seas and reach these islands , marking the start of the long legacy of Mediterranean seafaring .	were	8	0
1436	I saw people with skin stretched so tightly across their cheekbones that the corners had broken through – people whose cheekbones had horns growing from them , and people whose skin was gathered back like a ponytail .	stretched	5	0
1180	You look like hell , Tar .	look	1	0
347	The potatoes were light and un-greasy ; the flavors were perfectly balanced ; the chicken was juicy and rich ; and let 's be honest here , I 'm always happier eating dead animals when I know they 've lived a good life .	were	2	0
755	I wanted to prove to Adrienne that I wanted solve the ship 's mystery just as much as she did .	wanted	1	0
12	said Arthur , horrified .	horrified	3	0
1193	His silken fur , which would be tawny golden and striped with jet black bands , was dyed perfectly to a pure black , and his mane trimmed and thinned as to be indistinguishable from the rest of his coat .	was	16	0
1545	It wont refill your blood supply , but while thats in your system , you wont even need blood .” He grinned at me .	need	17	0
1730	Taste , hearing and touch became a single blur , and I do not know if my eyes were open .	were	18	0
1345	A couple of them remembered seeing her leave , but none of them had seen the thin man with her .	had	13	0
653	Me , I followed Adrienne 's example and did n't speak up ( fabricating excuses to myself to stay safely in gather-info observation mode ) , though I thought Zheng had a point .	thought	28	0
1189	He was what this was all about .	was	1	0
214	I like learning new things , so I signed up .	like	1	0
1057	By 1880 , Youngstowns population had grown to nearly 16 ,000 ,which meant it had doubled in size over a twenty-year period .	meant	12	0
95	A Brief History Jerusalems recorded history begins with its mention in Egyptian court records 4 ,000 years ago , but there had been human settlements here for centuries , probably millennia , before that .	begins	6	0
139	The last of the zealots held out for another three years at Masada ( see page 76 ) .	held	5	0
661	What we do , rebelling against the oppression of the many governments that oppose us , we 're going to leave a legacy .” He sounded certain .	oppose	13	0
78	He was always flanked by Yurkun and Arbenina , who was quite pleasant , though affected in an old-fashioned way . "	flanked	3	0
1167	Tara stood stock-still , waiting for the first tiny gleam from the scout craft to appear in the darkness of the wormhole .	stood	1	0
943	Had they done so , Moore himself would probably have apologized for the gaffe .	have	9	0
646	Would n't we know it if we were part of a rebellion ?	know	3	0
1815	In 1770 , Russia came to aid the Greeks ( defined by their Orthodox religion rather than by historical geographical boundaries ) , declaring war on the Ottoman Empire and occupying several Aegean islands until 1774 .	defined	10	0
1608	Walking outside , I was shocked to see that it was already dark .	was	4	0
109	There the Ark rested until it was placed in the Temple , built in approximately 960 b .c .	rested	3	0
27	Many of the Illuminati , ” Langdon continued , wanted to combat the church 's tyranny with acts of violence , but their most revered member persuaded them against it .	combat	11	1
1335	Rachel was standing with a plastic cup , looking like she was having a conversation , but I could n't see anyone else there .	looking	8	0
301	Between these two continuities , which are neither superimposed nor fitted together , we find great discontinuous masses being distributed .	superimposed	8	0
1882	Howell manned the grill . "	manned	1	0
1088	The problem was a national one , involving many more mills and issues than Youngstowns alone .	was	2	0
369	Its wingspan must have been something like six feet , and its head and neck seemed curiously large for a bird .	seemed	15	0
851	Americans cheer the killing of children , yet wonder why their own children grow up to be more violent than those in other nations .	wonder	8	0
577	I categorized them based on their appearances , hoping I 'd be able to pick them out of the crowd again later .	hoping	8	0
1101	Beyond that , no one knew how they should proceed : everyone knew that saving the mills was important , but nobody steppedforward with a full-fledged plan to do it without losing huge amounts of money and dragging even more people down .	was	17	0
762	In one hand I balanced my plate of star-shaped crackers , globs of elegant dips and garnishes , little rolled balls of meats and cheeses stabbed through with spears of some pale green plant , and an array of other delectable , bite-sized items .	stabbed	25	0
1485	On the bed was a small , ratty man .	was	3	0
1050	Rather than sit back and wait for their jobs to be snatched away , the workers and local union members in the mills fought long and hard to be able to keep the factories open .	sit	2	1
791	Some things in this world , we have to make them permanent ourselves .	have	7	0
933	In the excerpt from said interview , we can see that it is from March .	is	12	0
579	Most of their chatter was meaningless to me—stories of day-to-day activities , how so-and-so had been seen in so-and-so 's table at lunch and my was n't that a surprise , and why had n't the chef concocted this delectable a selection of appetizers for the dance the other night , but of course those rolled meat pastries reminded one of the pastries back on Earth , did n't they , and this was somehow an interesting fact .	was	4	0
1282	I owe mine a mint .	owe	1	0
929	The reason the sentence is highlighted is not to deceive the viewer into believing that Heston hurried to Flint to immediately hold a rally there ( as will become quite obvious ) , but simply to highlight the first mention of the name " Kayla Rolland " in the text , which is in this paragraph .	is	4	0
1270	To know what properly appertains to one individual is to have before one the classification - or the possibility of classifying - all others .	appertains	4	0
1016	While this can in part be explained with his age and mental condition , if he is unable to defend the interests of the NRA , he should not be their spokesman .	is	16	0
34	Most of all he didn t want to be standing in an office block arguing with an elevator . '	want	6	0
121	” In time , the kingdom of Babylon was overthrown and the Israelites were permitted to return to Jerusalem in 539 b .c .	was	8	0
552	It was time to find out what hell looked like .	was	1	0
67	Although She resembled a human being , She had more in common with the phantoms that populated my dreams : not at all like someone I might run into on the street .	populated	16	0
1262	Yet still we do ascribe a greater pain and joy and weight of import to ourselves than to any mere clump of matter , and feel it too .	ascribe	4	0
1719	Inside was a dark room that looked like a storage space for DJ equipment .	was	1	0
1019	In this case , Hanlon 's Razor can be applied to Heston -- he is probably not racist , but incompetent .	is	14	0
1107	However , itsoon became clear that although the local union leaders were prepared to fight , the international branch was not .	were	11	0
1278	You are all kindness , madam ; but I believe we must abide by our original plan . '	abide	12	0
1197	Right now , he looked like an overgrown wolf who 'd learned touch-typing .	looked	4	0
334	On a sunny Sunday afternoon , the waiting list was an hour long .	was	9	0
537	After watching my ship tear apart , after spending a good twenty-three hours floating in silence in the wreck , wondering whether I was currently facing stars belonging to the constellation Libra or the constellation Orion when those stars were viewed from Earth , wondering what it felt like to suffocate , and after the feeling that yes , I was in fact going to die alone in space had sunk in , it took time for that feeling to dissipate .	belonging	27	0
1123	Boardman , Poland Township , Struthers , Lowellville , Warren , Lordstown ,Canfield , Niles , and many other towns and districts are crowded around Youngstown ( see Figure 3 ) .	crowded	23	0
1628	These were incontestably male .	were	1	0
1697	I thought that my odds were better on the dance floor .	were	5	0
928	Regarding the NRA website excerpt about the case and the highlighting of the phrase " 48 hours after Kayla Rolland is pronounced dead " : This is one valid criticism , but far from the deliberate distortion you make it out to be ; rather , it is an example for how the facts can sometimes be easy to miss with Moore 's fast pace editing .	is	20	0
233	I agree with Ani Kunga to some extent -- only so much can be known about the mind from external observation .	agree	1	0
35	I was a little baffled .	baffled	4	0
1227	The front hall was graced with door chimes , a white-eyed wooden thingamabob of commercial Mexican origin , and that banal darling of the arty middle class , van Gogh 's " Arlésienne . "	graced	4	0
1438	A corpulent , batrachian woman walked along with something on a leash that looked like a massive water beetle .	looked	13	0
793	Maybe we 'd never know each other , not truly , because we all hid behind the stories , creating the realities we wanted to see .	wanted	23	0
1307	You would n't believe half of the shit I 've seen , even when I was straight .	was	15	0
621	Maybe it was her curiosity , asking a question I should have asked long before , that turned the conversation serious ; maybe there was just something special about that evening .	was	2	0
461	I am the Great Mother . . . and I will warm and soothe you all . . . you will be inside me and feel neither hunger nor fear . . . nor cold . . . I am the Great Mother . . . in me there is warmth , in me alone the sun shines . . . in me you will change , you forlorn little children . . . I am the Great Mother . . . and you , the children of change , Mother will gladden you and you will be children . . . safe and sound . . .We 're going to contrast prostitution as a career choice with prostitution as another word for slavery .	contrast	111	0
1595	Her arms and legs were wrapped in white linen up to her wrists and ankles , and soft , white leather boots held her feet .	held	22	0
1056	In fact , More railcars passed under the Center Street Bridge [a major bridge in Youngstown] per day than any other location in thecountry .”During the 19th century , the center of iron manufacturing had gradually shifted from the far East Coast ( Massachusetts and Eastern Pennsylvania ) to the Ohio Valley Pittsburgh regions of the Northeast , including the MahoningValley and the Hanging Rock region of Ohio and Kentucky .	including	58	0
284	In other words - and this is the rock solid principle on which the whole of the Corporation 's Galaxy-wide success is founded - their fundamental design flaws are completely hidden by their superficial design flaws . "	founded	22	0
158	Suleiman the Magnificent rebuilt the walls and gates in the form they retain to this day .	retain	12	0
1591	I think I understand why we got that stone from a slave shop ,” said Nepthys .	understand	3	0
1203	So far , Dixon 's efforts on behalf of his special subject , apart from thinking how much he hated it , had been confined to aiming to secure for it the three prettiest girls in the class , one of whom was Michie 's girl , while excluding from it Michie himself .	aiming	26	0
862	This sounds more like a later correction for public relations purposes , but of course nobody questions the bank claims when they can be used against Moore .	be	23	0
1246	It was , however , a descendant of one of these eccentric poets who invented the spurious tales of impending doom which enabled the people of Golgafrincham to rid themselves of an entire useless third of their population .	enabled	22	0
118	But with his death the empire collapsed , and the Israelite kingdom was divided into two separate , impoverished , often warring nations : Israel , with its capital at Shechem in the north , ruled by a series of northern dynasties ; and the smaller kingdom of Judah , with its capital at Jerusalem , from which the Davidic dynasty continued to rule .	ruled	35	0
1611	You look ridiculous with a shaved head .” At a nearby stand , he grabbed the first hat that would cover my head and might pass back in real Boston .	pass	25	0
1425	Ive looked into it a little , and I do think we might be dealing with one of them .	think	10	0
