The newcomer is Margaret Kelly-Leibovic , professionally known as Miss Bluebell , the Englishwoman who trained generations of athletic and beplumed six-footers to twirl and kick , twirl and kick for the lubriciously monocled .	23	1
You came sneaking up like a thief and stole Piggy 's glasses ! "	2	0
He coughed and sputtered , but it was not unpleasant to void his body of the liquor and rich food .	11	0
She had swapped the fantasy lingerie for a tank top and boxers , which actually held their own against the fancier stuff but disabused Wick of the notion that she might be waiting for a lover to arrive .	2	0
God , praise and honour to Him , has given us two things : to hold land and to dispense justice .	19	1
The other was reshaped by his hand , the nipple fanned with feather-light strokes until it was stiff and flushed and even then he continued to fondle her . "	26	1
And with this word , von Mitterer 's face began to sway and to become ever paler , ever more corpse-like .	11	1
After many pauses and many trials of other subjects , Elizabeth could not help reverting once more to the first , and saying ,The argument rumbles on throughout the day , with the German delegation demanding in increasingly aggressive terms an apology from the lone Frenchman , while Hungarians , Serbs and Italians first take sides then splinter into smaller groups who ve found subsidiary grievances with one another .	57	0
After many pauses and many trials of other subjects , Elizabeth could not help reverting once more to the first , and saying ,The argument rumbles on throughout the day , with the German delegation demanding in increasingly aggressive terms an apology from the lone Frenchman , while Hungarians , Serbs and Italians first take sides then splinter into smaller groups who ve found subsidiary grievances with one another .	14	0
He would flatter his well-born patients ingeniously , praising their strength and endurance , arousing their vanity and will to resist their illness ; or by suggestion , belittling the disease and its significance .	28	0
Carlo lived and tutored with the monks .	3	1
If the latter , which one was he trying to acquire and which one was he trying to reconcile to being disearded ?	18	0
Mayor Prudivy 's widow had even written an article in the local Party newspaper , which borrowed its hostile phraseology verbatim from the Party 's central organ , and attacked me for impugning the honour of the girls of Kostelec .	32	0
But after a year , the opposition faction returned , annulled everything that had been done up to then and , among other things , brought Brother Luka back from Padua to Guca Gora again , just out of spite .	10	0
We know how little there is to tempt any one to our humble abode .	7	0
They peddled some drugs , ran some numbers , managed a whorehouse , all cash-rich ventures . "	1	0
She said the situation had improved .	5	0
Every winter , it snows , and everybody is taken by surprise when it does , as though they did n't really believe it was going to happen again .	4	1
Gigantic multiplied by colossal multiplied by staggeringly huge is the sort of concept we re trying to get across here .	15	0
You 're supposed to be telling me something , not cross-questioning me .	10	0
And then God 's majesty had vanquished the darkness .	6	0
He danced dizzily over the edge as the dreamland dropped sheer away beneath him , a stupefying precipice into nothing , him wildly twisting , clawing at nothing , flailing in horrifying space , spinning , falling .	23	1
there was another perfume , darker and muskier than hers , which I realised only later must have emanated from the sheet of mauve notepaper she held crumpled in her hand .	18	1
She was so afraid that she would n't like sex with him that she had procrastinated .	15	1
No , life was very pleasant , and the greatest thing about it was that when the hot spring was found , complete with leafy glade en suite , and when in the fullness of time the cry came reverberating across the hills that the soap mine had been located and was producing five hundred cakes a day it would be more pleasant still .	49	0
You will be censured , slighted , and despised , by every one connected with him .	3	0
He could n't imagine that his mistress would wish to wring the neck off him , nor could he believe any such thing of her son , the little boy who sat for hours beside his basket , and babbled and chattered .	41	1
As he drew near , he slackened speed , took the middle of the street , leaned far over to starboard and rounded to ponderously and with laborious pomp and circumstance - for he was personating the Big Missouri , and considered himself to be drawing nine feet of water .	35	1
They had not long separated when Miss Bingley came towards her , and with an expression of civil disdain thus accosted her :The environmentalist lobby do know what s going to hit it , and they claim that the concert will cause earthquakes , tidal waves , hurricanes , irreparable damage to the atmosphere , and all the usual things that environmentalists usually go on about . "	41	1
They had not long separated when Miss Bingley came towards her , and with an expression of civil disdain thus accosted her :The environmentalist lobby do know what s going to hit it , and they claim that the concert will cause earthquakes , tidal waves , hurricanes , irreparable damage to the atmosphere , and all the usual things that environmentalists usually go on about . "	20	0
You know , Jen , that 's actually not such a bad idea , " she mused .	16	0
And you said you didn t want to be a star , ” he continued , wallowing in nostalgia , because you despised the star system .	22	0
She could not yet recover from the surprise of what had happened ; it was impossible to think of any thing else and totally indisposed for employment , she resolved soon after breakfast to indulge herself in air and exercise .	34	1
With renewed hatred , the Kapidji Bashi spoke of the wars he once fought against the Russians and of his feats somewhere near Ochakov , where he had been wounded .	29	0
Zaphod span round to see the man who had pursued him standing there .	9	0
Perhaps whoever designed it had eyes that responded to different wavelengths , ” offered Trillian .	2	0
It had quickly become apparent to him that the ship had been programmed to convey its payload safely , if uncomfortably , to its new home but to cripple itself beyond repair in the process .	14	0
The question of his enlistment settled , they busied themselves with trimming of lines and sails to fit the changing conditions of the sea .	8	1
A large , scraggy black bird came flapping through the slowly settling clouds of dust and , stretching down its scrawny legs , landed on an inclined window ledge a couple of yards from Zaphod .	23	0
They are a small , separate humanity , choking under a double burden of Original Sin , needing to be saved and redeemed anew , but no one can see how or by whom .	22	0
He could just as easily have busted his head or broken his neck .	6	0
I d wash my hands after every contact with something I thought unclean , running in even from sports and games outside to rinse off under the nearest tap what was no more than honest earth , as though terrified that somehow I might be contaminated by that mundanity . '	45	0
You allude , perhaps , to the entail of this estate . '	1	0
As he stood and gazed bleakly at it , a sudden inhuman wail of terror emanated from it as of a man having his soul burnt from his body .	25	0
They slapped his face , wrung his ears .	5	1
He would forfeit his moral certainties ; every word he spoke would become a symptom of disease ; he would never again win an argument .	2	0
And now , ” cried Max from the centre of the stage , the moment you ve all been waiting for !	4	0
”Under their blows the Austro-Hungarian monarchy , that prison of the peoples , would disintegrate as the Turkish Empire had disintegrated .	14	0
What amazing beasts they are , a direct link surely to a time long before our time , when behemoths even bigger than they roared and rampaged through forest and swamp .	26	1
Everything had backfired .	2	0
Chinita tightened her shot even more , using the telephoto to probe the wall of men , looking for an opening .	11	0
The pilot groaned , his headache worsening .	2	1
He did know that there were better reasons than these , but that they were buried in a dark , locked off section of his two brains .	15	0
The event will be described differently according to whether you are talking about it from the standpoint of your own natural time , from a time in the further future , or a time in the further past and is further complicated by the possibility of conducting conversations while you are actually travelling from one time to another with the intention of becoming your own father or mother .	46	0
But we do not have to obey all that we are commanded .	6	0
There had been a spate of hysteria in Cairo about the curse of the mummy 's tomb , from whence this dagger and a number of other items in the dealer 's possession had been plundered .	35	0
It 's the least I can do after botching up your whole morning . "	8	0
Not that there is any question of revealing him in a better , purer , and as it were more liberated state ; but because they go back towards that which foments his positivity .	31	0
She grappled properly with Mighty Adolf , and before anyone knew how it had happened , she 'd laid him flat on the mat .	1	1
You ca n't just walk off without responding to a remark like that .	7	0
The travellers had to look after their own needs and cleaned up the han as much as they found necessary for their own convenience , but as each one went his way he left behind manure and disorder for others to clean up and put right , even as he himself had tidied up whatever he had found dirty and in disorder .	52	0
Sylvia was n't insane ; she could force herself to draw a circle or sketch a rose .	14	0
Bodner plies her with tea :Had his own happiness , however , been the only sacrifice , he might have been allowed to sport with it in what ever manner he thought best ; but her sister 's was involved in it , as , she thought , he must be sensible himself .	23	0
Bodner plies her with tea :Had his own happiness , however , been the only sacrifice , he might have been allowed to sport with it in what ever manner he thought best ; but her sister 's was involved in it , as , she thought , he must be sensible himself .	1	0
He walked slowly down the aisle as in a dream .	1	0
That involved the one visible spray , a faintly pink mist that glistened liquidly in air , but dried and deepened richly on contact with the lips .	12	1
Some shards of rock follow , then she tugs and hauls , grunting , at a more reluctant piece . '	8	1
Yes , I know women are all dead keen on marrying men they do n't much like .	10	0
Surely , they would n't have forgotten to supply him with fingerprints .	8	0
At the time of my First Communion , or , more to the point , the First Confession that preceded it , a priest came daily to the convent school to induct our class of fledgling penitents into the intricacies of Christian Doctrine .	31	0
Next day at dawn , Turks and Serbs went out to work and met one another with dull and expressionless faces , greeted one another and talked together with those hundred or so commonplace words of provincial courtesy which had from times past circulated in the town and passed from one to another like counterfeit coin which none the less makes communication both possible and easy .	43	1
Three hundred pounds had been paid to a stable girl in Newmarket in respect of fracturing her wrist in a fall from a two-year-old at morning exercise .	15	0
Imagine the best-case scenario : that you both ‘ die at more or less the same age , say in your fifties , and are resuscitated when there is a cure for your diseases .	25	0
Funnily enough , he is the more prone to such lapses the farther he happens to be away from his wife , or from the nest while she is incubating . "	29	0
Well for God 's sake I hope you managed to rectify that a bit . "	10	0
At the end , Ravel turned to the producer ( and our guessing what he is going to say cannot lessen its impact ) :His work had been consuming huge amounts of electric power lately , but I refrained from questioning him .	20	0
At the end , Ravel turned to the producer ( and our guessing what he is going to say cannot lessen its impact ) :His work had been consuming huge amounts of electric power lately , but I refrained from questioning him .	38	0
”When at last the two sounds merged into a single melancholy even note which wove an accompaniment for his song , the miserable singer changed as if by magic and all his troubled hesitation disappeared , his inner contradictions calmed and all his outer cares forgotten .	6	0
Ford let it pass .	1	0
Ugh , ” he stated .	4	0
They pressed themselves back against the cold wall and listened furiously .	1	0
We talked to a kid who was on duty at the dock , and , to the best of his recollection , Randy docked on either March 24 or March 25 , and was never seen again .	23	0
And now , ” he said , strutting about the stage , at the risk of putting a damper on the wonderful sense of doom and futility here this evening , I would like to welcome a few parties .	35	0
”His wife had been snubbed by Trudy shortly after she took delivery of the red Rolls .	4	0
It drifted down and away whipped by the wind until it was a speck which finally vanished , and for various complicated reasons revolutionized the life of a family on Hounslow , over whose washing line it was discovered draped in the morning .	1	0
She wo n't find it , ' he said irritably , beginning to pace up and down the room .	13	1
The weak warm front which had been forecast for late evening looked as if it were arriving well before schedule .	7	0
The protection of his parents , the protection provided by Walt as his older , six-foot-two-and-a-half-inch brother , his own innate confidence , his bright charm , his running prowess ( " the fastest kid in the Oranges " ) , even his color , which made of him someone that people sometimes could n't quite figure out-all this combined to mute for Coleman the insults that Walter found intolerable .	61	0
In addition to these , the camerlegno had found the Illuminati Collection - all the secrets the church had uncovered after banishing the group from Rome . . . their contemptible Path of Illumination . . . the cunning deceit of the Vatican 's head artist , Bernini . . . Her blood gases suddenly deteriorated .	19	0
In addition to these , the camerlegno had found the Illuminati Collection - all the secrets the church had uncovered after banishing the group from Rome . . . their contemptible Path of Illumination . . . the cunning deceit of the Vatican 's head artist , Bernini . . . Her blood gases suddenly deteriorated .	55	0
”It was a stupid dog , could not even read an autocue , which way why some people had protested about its name , but it should at least have been able to recognize Arthur instead of standing there , hackles raised , as if Arthur was the most fearful apparition ever to intrude upon its feeble-witted life .	33	0
So what everyone thought was , let s pack the whole population into some giant spaceships and go and settle on another planet .	8	0
”He was going , because there was nothing else he could do , because he had received orders and because he hoped that his presence would induce others also to do their duty .	26	1
the resultant erythema , the name we medical men give to redness of the skin , tends to wax and wane but ultimately becomes permanent , and may , the candid Doctor warns , be accompanied by gross enlargement of the sebaceous glands ( see SKIN ) , leading to the gross enlargement of the nose known as rhinophyma ( qv ) or grog blossoms .	20	0
As the head of the column usually became wedged in the overcrowded streets , this meant that the bulk of the column had to halt there on the bridge or in the square beside the gallows until those in front had extricated themselves . "	41	0
For one thing , eighteen people had enrolled in my class The History and Sociology of Prostitution , and , ready or not , it was going to happen . "	7	0
As far as that patent goes , I 'll tell you frankly , we considered just infringing .	16	0
Holding his hands over his eyes , he circled the table like one trying to evade the smoke from a bonfire , then sat down heavily and saturated a plate of cornflakes with bluish milk .	8	1
Do n't you butt in .	3	0
Baley said coldly , " I ca n't resign in the middle of an important case .	8	0
As had always been the case up to then , Daville watched what was going on around him with bitter disdain , attributing everything to the innate iniquity and barbaric way of life of these people , concerned only about safeguarding French interests .	40	1
I bathe alone , complete my toilet and then dress before the roaring fire .	1	1
Editing , selection , the need to balance that which is interesting with that which is relevant and cut out all the tedious happenstance .	18	0
Tahir Bey would have succeeded his father had there not been the coup which dethroned Sultan Selim and drove the Grand Vizier Ibrahim Pasha first to Salonica and then to Travnik .	14	0
He must cancel the tea-date with Christine , now only six hours ahead .	2	0
The box files have been rehoused on new shelves ;And as the photon storms gather in swirling crowds around us , preparing to tear apart the last of the red hot suns , I know you re all going to settle back and enjoy with me what I know we will find all an immensely exciting and terminal experience .	5	0
The box files have been rehoused on new shelves ;And as the photon storms gather in swirling crowds around us , preparing to tear apart the last of the red hot suns , I know you re all going to settle back and enjoy with me what I know we will find all an immensely exciting and terminal experience .	21	0
The lawyer who 'd not minced a single word-who 'd laced virtually every one of them with a cautionary sarcasm that amounted to outright admonishment , whose purpose he would not disguise from his distinguished elderly client with a single circumlocution - came around from behind his desk to escort Coleman out of the office and then , at the doorway , went so far as to accompany him down the stairway and out onto the sunny street .	5	0
( And in many of the more relaxed civilizations on the Outer Eastern Rim of the Galaxy , it has long supplanted the great Encyclopaedia Galactica as the standard repository of all knowledge and wisdom , for though it has many omissions and contains much that is apocryphal , or at least wildly inaccurate , it scores over the older and more pedestrian work in two important respects .	21	0
There are shouts from outside the ballroom , and the sound of something coming clattering , crashing down the spiral of stone steps , smashing halfway down and tinkling . '	28	0
You are putting the cart before the horse , ' shouted Herak , analysing Stikovic 's article .	13	1
Mr Collins , however , was not discouraged from speaking again , and Mr Darcy 's contempt seemed abundantly increasing with the length of his second speech , and at the end of it he only made him a slight bow , and moved another way .	7	0
It often goes undiagnosed because there are no symptoms until it ruptures , and then it 's usually too late .	11	0
My lawyer is confident she can convince a judge that your actions have wrecked us financially .	13	0
He proffered the fish again .	1	0
From the table he picked up a cigarette and lit it with a spill from the stove .	4	0
Her throat had constricted , as though every blood vessel leading from her heart had converged there .	3	0
It was a bit rough to be reproached for hankering after what he 'd voluntarily turned down .	7	0
Beside that , the troops head-count reported from the individual cars at the last station fluctuated when compared against the number given after mustering the cars in at the Budějovice railroad station .	15	1
But the intruder kidnapped four cardinals .	3	0
The chief inspector repositioned himself to block Teabing 's progress away from the plane .	3	0
For instance , a race of hyperintelligent pan-dimensional beings once built themselves a gigantic supercomputer called Deep Thought to calculate once and for all the Answer to the Ultimate Question of Life , the Universe , and Everything . "	19	0
Sarge would n't authorize surveillance on him .	3	0
He 'd held the top sales record for several consecutive years , and it was no secret that he was being groomed for management .	21	0
He sniffed the air and thought for an instant that maybe he smelled something .	1	0
I ought to shout and scream and curse , hurl imprecations at these fools , at least disturb the wretches sleep on my last night , but I fear what other torture they might devise if I annoy them so , for from what I ve heard and read and seen , the brutalised man , so deficient in every other type of imagination , displays a fine resourcefulness when it comes to concocting ingenious ways to hurt .	34	0
As she clicked the SEARCH button , she could feel the hum of the massive mainframe downstairs scanning data at a rate of 500 MB/ sec .	2	0
And dropping the long skirt of her dress , which she had been clutching tightly until then , she sank to the ground .	13	1
You will find her manners beyond any thing I can describe ; and your wit and vivacity I think must be acceptable to her , especially when tempered with the silence and respect which her rank will inevitably excite .	27	0
He winked at Trillian who raised her eyebrows and widened her eyes at him .	1	0
He had the uncomfortable feeling that he was eavesdropping on something furtive , shameful .	8	1
And the young friar looked on her as an apparition , unexpected and wonderful , too beautiful and great for him to be able to rejoice in without pain .	25	1
It may be that a new day has dawned , but who knows how long it will last ? "	8	0
Uncle Wilkins is winging his way back to Atlanta . "	3	0
It might work , " I said , trying to placate him .	10	0
Frodo had a good voice , and the song tickled their fancy .	9	0
She ought to have objected , refused to go with him , insisted on returning and handing the taxi over to the Barclays , walked back , revolted by his unscrupulousness , into the dance .	4	0
Trolley-buses and buses hummed or ground their way towards it and away from it , with columns of cars winding , straightening , contracting and thinning out .	19	0
Signore , ” Olivetti interjected .	4	0
He hung on , breathing heavily .	1	1
Two drums throbbed monotonously , and , against that dark background , a pipe wove and unfurled strange melodies with unexpected trills and pauses .	2	1
WHEN I SET THIS DOWN , HE WILL KILL US BOTH .	2	0
What s that supposed to achieve ?	5	0
But then , Lije and I do have permission to eat in our apartment three times a week if we want to- Lije is quite successful at the Bureau and we have very nice status-and I thought that just for this occasion , if you wanted to join us , we would have a little private feast of our own , though I do think that people who overdo their privacy privileges are just a bit anti-social , you know . "	68	1
The flying toolkits screeched and sawed and drilled and fried things with light throughout that day and all through the night time , and in the morning , stunningly , a giant mobile gantry started to roll westwards on several roads simultaneously with the robot standing on it , supported within the gantry .	36	1
In the late eighteenth century , a new configuration was to appear that would definitively blur the old space of natural history for modem eyes .	15	1
‘ Some of them are , she conceded .	7	0
He turned and looked at Zaphod .	1	0
In 1904 , he was in turn elected Mayor of Chitry .	7	0
Eventually Dean got information from the prisoner which resulted in his partner 's arrest , but the man had maintained his low opinion of Judge Kemp , and , based on what Griggs had just rold them , Dean thought it might have been justified .	8	0
As soon as this was done , all the young foxes began to yowl from blood-thirst , and threw themselves on Smirre .	13	1
Even the poles sometimes : hacked them down with a real vengeance , like a tribe of Red Indians wreaking sacrilege against enemies totem posts .	19	0
But now that discrepancy had evaporated . "	5	0
Earthman , the planet you lived on was commissioned , paid for , and run by mice .	8	0
If we muff this case , it 's a big , long step toward the point where we can stop looking forward to collecting our pension-tab booklets .	2	0
They just waited stolidly on the other side of the barrier until the City quieted the mob with somno vapor and retch gas .	14	0
Those - very few - who witnessed the event and survived swear that the whole hundred thousand square miles of the desert rose into the air like a mile-thick pancake , flipped itself over and fell back down .	31	0
The streifkorps was disbanded and left the barracks .	3	0
Thunderous applause broke out as Max strode across the stage and handed his microphone to the Prophet .	11	0
Would you prefer to bow down before codswallop and pervert your life at the whim of a priesthood , all in the name of a supposed seriousness ? "	9	0
But I 've signed a custody order , and I will not rescind it while we wait for a hearing .	12	0
They opened it on the outskirts of the town , under the tall poplars which grew on the Straziste slopes , in an old Turkish house which they completely rebuilt .	29	0
As he had anticipated , a thundering iron gate fell nearby , barricading the entrance to the suite .	12	0
Finally they composed themselves , and Benji moved forward to address Arthur .	10	0
All I need to do is sign the contract and then twiddle my thumbs for a year . "	11	1
Drawing on this knowledge , awareness can excavate time further , finding deep within time powerful energies that allow experience to manifest in completely new patterns .	7	1
After three days in the hospital , two days in jail , seven hours in the car , and six hours in the motel , Mark could barely restrain himself as they rambled through the woods .	32	1
Ford moved away from the computer terminal , wiped a sleeve across his forehead and slumped back against the wall .	8	0
If the density is less than a certain critical value , determined by the rate of expansion , the gravitational attraction will be too weak to halt the expansion .	26	0
A limousine careered down the street , dodging between the piles of burning garbage , and frightening an old pack animal which lurched , screeching , out of its way , stumbled against the window of a herbal remedies shop , set off a wailing alarm , blundered off down the street , and then pretended to fall down the steps of a small pasta restaurant where it knew it would get photographed and fed .	72	0
If he does not , it will overwhelm and destroy the organism in which it has appeared .	7	0
When you police the world you lose a lot of cops , and Teddy and York had shared many sad moments watching the flag-covered coffins roll off the C-130 's , evidence of another debacle abroad .	2	1
The other bounded up the tree and threw horse chestnuts at Ford Prefect .	7	1
Good afternoon ladies and gentlemen , ” she said sweetly , Thank you for bearing with us during this slight delay .	11	1
Yolanda Whitney drank quietly and stared off over the pool down onto Rome , poaching in its heat miasma .	14	1
Mehmed Pasha revelled in the cordial conversation of his friends and laughed even more than usual , like a man who could not disguise the extent of his satisfaction and happiness that he had been graced by his Sultan 's favour .	23	1
If you took a couple of David Bowies and stuck one of the David Bowies on the top of the other David Bowie , then attached another David Bowie to the end of each of the arms of the upper of the first two David Bowies and wrapped the whole business up in a dirty beach robe you would then have something which did n't exactly look like John Watson , but which those who knew him would find hauntingly familiar .	47	0
Perhaps , ” interrupted the green blur who had by this time resolved into the shape of a small wizened dark-suited green waiter , perhaps you would care to discuss the matter over drinks . . . ”He was ordered to immediately turn over the phone to the Brethren within twenty-four hours , and to reimburse Mr .	55	0
Perhaps , ” interrupted the green blur who had by this time resolved into the shape of a small wizened dark-suited green waiter , perhaps you would care to discuss the matter over drinks . . . ”He was ordered to immediately turn over the phone to the Brethren within twenty-four hours , and to reimburse Mr .	29	1
Had , ” corrected Zaphod .	3	0
Dixon resolved not to mind what he said to this man .	1	0
Spare food and clothes and blankets and other needs were laden on a pony , none other than the poor beast that they had brought from Bree .	10	0
And so it was , as you know , that we came in the third hour of the morning with a fair wind and the Sun unveiled , and we unfurled the great standard in battle .	30	0
But the winter has chilled my veins , and the frost has nipped my buds , and the storm has broken my branches , and I shall have no roses at all this year . "	4	0
In the memorandum , he specifically compared his ability to confront the two deaths :At midnight it becomes October 3 - Germany is reunited .	23	0
In the memorandum , he specifically compared his ability to confront the two deaths :At midnight it becomes October 3 - Germany is reunited .	10	1
It was some moments before he realised that he was now imitating the Principal .	11	1
You looked up at her , then stood and carefully emptied the pieces you had gathered on to the tall bed .	10	0
For seven and a half million years , Deep Thought computed and calculated , and in the end announced that the answer was in fact Forty-two - and so another , even bigger , computer had to be built to find out what the actual question was .	10	0
I rearranged my mantle with shaking hands .	1	0
An equivocal glitter , for it reproduces in the depths of the earth that other glitter that sings at the far end of the night : it resides there like an inverted promise of happiness , and , because metal resembles the stars , the knowledge of all these perilous treasures is at the same time knowledge of the world .	6	0
These keys have enlarged my radius of action .	3	0
The huge generators were in motion and from the L-tubes came the low-pitched whir that pervaded the entire station .	15	1
They all laughed and cheered it on , then gradually dispersed to their various cars and disappeared into the nightEach of the two contestants would then concentrate their will on the bottle and attempt to tip it and pour spirit into the glass of his opponent - who would then have to drink it . "	35	0
They all laughed and cheered it on , then gradually dispersed to their various cars and disappeared into the nightEach of the two contestants would then concentrate their will on the bottle and attempt to tip it and pour spirit into the glass of his opponent - who would then have to drink it . "	10	0
Yes , he implemented the scheme . "	3	0
A warning shout from the Registrar 's Clerk had averted complete disaster , but he could still remember the look on the face of that figure , stiffened in the shape of a letter S .Forbid the transfer of metal abroad , or its utilization for other ends than that of coinage , and impose customs duties such that they enable the balance of trade to be always positive ; encourage the importation of raw materials , prevent as far as possible that of manufactured goods , export manufactured products rather than the commodities themselves whose disappearance leads to famine and causes the rise of prices .	9	0
A warning shout from the Registrar 's Clerk had averted complete disaster , but he could still remember the look on the face of that figure , stiffened in the shape of a letter S .Forbid the transfer of metal abroad , or its utilization for other ends than that of coinage , and impose customs duties such that they enable the balance of trade to be always positive ; encourage the importation of raw materials , prevent as far as possible that of manufactured goods , export manufactured products rather than the commodities themselves whose disappearance leads to famine and causes the rise of prices .	87	1
They were laughing with relief .	2	1
All at once Des Foss6s dismounted and suggested that Anna Maria do the same so that they could take a better look at this wood which he maintained reminded him of Italy .	5	0
That an Italian has murdered the Empress ?	4	0
And it all ends in tragedy : the man who thought he was in charge is suddenly reduced to lying prone and motionless in a wooden box and his fellow men , realising that there is no more sense to be had of him , incinerate him .	45	0
He groped for her cheek in the darkness and patted it .	9	0
The horses are pawing the ground and making your little garden shudder .	3	1
All you have to do is deposit one penny in a savings account in your own era , and when you arrive at the End of Time the operation of compound interest means that the fabulous cost of your meal has been paid for .	42	0
He checked around the small ship .	1	1
He rises early , for he is a poor sleeper , suggesting to us by expressive silences and tight-lipped shrugs a fund of battle-ground nightmares that would keep a narcolept from sleep , although I have an idea the bad memories that beset him were gathered not in the far-flung colonies but somewhere nearer home , for example on the boreens and cratered side roads of South Armagh .	42	0
I listed every possible way I could get the money I needed .	1	0
That is how it was possible for one detachment of yamaks ' , the dregs of the army , led by a raving barbarian , to cast such a sultan from his throne and lock him in the Seraglio , thus completely frustrating his far-sighted plans for the salvation of the Empire , and to put on the throne a shallow wretch , a libertine , surrounded by drunkards , barbarians and professional traitors .	42	0
Quesnay and his disciples analyse wealth on the basis of what is given in exchange - that is , on the basis of the superfluity that exists without any value , but that becomes value by taking part in a circuit of substitutions , in which it must remunerate each of its movements , each of its transformations , with wages , food , and subsistence , in short , with a part of that surplus of which it is itself a part .	48	0
When an older animal which happens to be eating is importuned too much by a younger one , it repels it by boxing and kicking .	10	1
Chip picked up his pace as if hurrying toward a desk at which he could begin to revise the script immediately .	17	0
